,0,1,2,3,4
0,0.13037974683544273,-1.0,0.6207999999999998,0.8295754026354318,-0.9478753541076487
1,0.08354430379746802,-1.0,0.7447999999999999,0.8612005856515377,-0.9830028328611898
2,0.056962025316455556,-1.0,0.6436000000000002,0.8869692532942901,-0.9694050991501416
3,0.03417721518987327,-1.0,0.5936000000000001,0.9004392386530014,-0.9728045325779037
4,0.0012658227848099113,-1.0,0.4995999999999998,0.9045387994143486,-0.9603399433427762
5,-0.006329113924050778,-1.0,0.7507999999999999,0.90688140556369,-0.9875354107648725
6,0.0164556962025314,-1.0,0.8832,0.9390922401171302,-0.9898016997167138
7,0.17215189873417713,-1.0,0.19359999999999977,0.844216691068814,-0.9694050991501416
8,0.3506329113924048,-1.0,-0.21239999999999992,0.6275256222547583,-0.8674220963172805
9,0.44810126582278464,-1.0,-0.9784,0.3575402635431919,-0.6872521246458922
10,0.5379746835443034,-1.0,-0.9904,0.15607613469985315,-0.5660056657223795
11,0.5873417721518986,-1.0,-0.9948,0.053587115666178686,-0.44022662889518405
12,0.60253164556962,-1.0,-0.9936,0.016105417276720546,-0.3790368271954674
13,0.5936708860759493,-1.0,-0.9312,0.05592972181551992,-0.3813031161473087
14,0.5784810126582277,-0.9981042654028436,-0.7844,0.10571010248901924,-0.40169971671388105
15,0.5683544303797466,-1.0,-0.9664,0.12913616398243066,-0.36317280453257783
16,0.5531645569620253,-1.0,-0.9176,0.19472913616398246,-0.3541076487252124
17,0.5354430379746834,-0.9981042654028436,-0.9572,0.19824304538799398,-0.34504249291784705
18,0.5063291139240503,-1.0,-0.9204,0.2398243045387991,-0.44589235127478755
19,0.463291139240506,-1.0,-0.6116,0.3136163982430453,-0.4606232294617564
20,0.37974683544303767,-1.0,-0.49560000000000004,0.4945827232796485,-0.6555240793201133
21,0.3063291139240504,-1.0,-0.03359999999999996,0.6509516837481697,-0.7994334277620396
22,0.27848101265822744,-1.0,0.24040000000000017,0.71303074670571,-0.8900849858356941
23,0.24936708860759482,-1.0,0.5164000000000002,0.7715959004392388,-0.9263456090651558
24,0.22784810126582256,-1.0,0.47520000000000007,0.8090775988286967,-0.8968838526912182
25,0.21518987341772122,-1.0,0.34440000000000004,0.8196193265007321,-0.9093484419263456
26,0.24430379746835407,-1.0,0.2819999999999998,0.8207906295754026,-0.8696883852691218
27,0.24810126582278447,-1.0,0.3495999999999999,0.8108345534407024,-0.9025495750708216
28,0.24177215189873402,-1.0,0.6476,0.8424597364568083,-0.8810198300283286
29,0.24683544303797433,-1.0,0.5684,0.8383601756954611,-0.8549575070821529
30,0.25063291139240496,-1.0,0.5016,0.83601756954612,-0.8730878186968838
31,0.3025316455696202,-1.0,0.1068,0.8131771595900439,-0.8186968838526911
32,0.3759493670886075,-1.0,-0.7223999999999999,0.7288433382137627,-0.6759206798866855
33,0.4924050632911391,-1.0,-0.9888,0.47291361639824325,-0.5093484419263455
34,0.50506329113924,-0.8957345971563981,-0.7008000000000001,0.44245973645680836,-0.40283286118980155
35,0.5405063291139237,-0.9033175355450237,-0.6996,0.3786237188872619,-0.3439093484419262
36,0.5721518987341768,-1.0,-0.9904,0.29780380673499307,-0.2668555240793199
37,0.5822784810126579,-0.9924170616113744,-0.7524,0.2638360175695462,-0.2147308781869688
38,0.6025316455696202,-0.9962085308056872,-0.6472,0.25270863836017554,-0.2725212464589234
39,0.5999999999999998,-1.0,-0.8968,0.21346998535871142,-0.2929178470254956
40,0.5822784810126579,-0.9962085308056872,-0.6015999999999999,0.25680819912152275,-0.31331444759206784
41,0.5518987341772149,-0.9981042654028436,-0.6048,0.3048316251830161,-0.3314447592067987
42,0.5075949367088605,-0.9962085308056872,-0.6035999999999999,0.39502196193265027,-0.40169971671388105
43,0.45696202531645536,-0.9981042654028436,-0.5984,0.4693997071742313,-0.42096317280453255
44,0.39746835443037953,-1.0,-0.5815999999999999,0.5765739385065882,-0.5864022662889519
45,0.35569620253164513,-1.0,-0.1352000000000001,0.6620790629575399,-0.7427762039660056
46,0.3025316455696202,-1.0,0.2672000000000001,0.7616398243045386,-0.8322946175637393
47,0.2696202531645565,-1.0,0.49160000000000004,0.8325036603221085,-0.8798866855524079
48,0.2607594936708858,-1.0,0.4947999999999999,0.8366032210834549,-0.8481586402266289
49,0.25822784810126576,-1.0,0.522,0.8512445095168375,-0.8413597733711048
50,0.25063291139240496,-1.0,0.4580000000000002,0.8623718887262077,-0.8538243626062323
51,0.26329113924050607,-1.0,0.4640000000000002,0.8723279648609079,-0.8186968838526911
52,0.2645569620253162,-1.0,0.504,0.8670571010248902,-0.7971671388101983
53,0.2607594936708858,-1.0,0.5124000000000002,0.8764275256222547,-0.8447592067988668
54,0.27341772151898713,-1.0,0.42479999999999984,0.8717423133235727,-0.8504249291784702
55,0.3544303797468352,-0.9962085308056872,0.19599999999999995,0.8143484626647144,-0.7201133144475921
56,0.4126582278481009,-0.9639810426540284,-0.3887999999999999,0.7680819912152268,-0.6215297450424928
57,0.4924050632911391,-1.0,-0.7572,0.6562225475841874,-0.4923512747875354
58,0.5417721518987338,-1.0,-0.9456,0.4945827232796485,-0.4492917847025495
59,0.5810126582278478,-0.9981042654028436,-0.6044,0.43484626647144964,-0.40283286118980155
60,0.5810126582278478,-0.9962085308056872,-0.6608,0.44128843338213786,-0.2872521246458922
61,0.5658227848101264,-0.9981042654028436,-0.9256,0.4143484626647145,-0.18866855524079318
62,0.5607594936708858,-0.8843601895734597,-0.542,0.3797950219619328,-0.24985835694050984
63,0.5696202531645568,-0.9962085308056872,-0.6279999999999999,0.3792093704245971,-0.2872521246458922
64,0.5708860759493667,-0.990521327014218,-0.6792,0.3499267935578332,-0.18866855524079296
65,0.545569620253164,-1.0,-0.83,0.4090775988286972,-0.2861189801699717
66,0.48734177215189833,-0.9791469194312796,-0.4948,0.5701317715959004,-0.3937677053824362
67,0.4582278481012657,-0.9829383886255925,-0.03279999999999994,0.6591508052708637,-0.4436260623229461
68,0.40886075949367073,-0.9981042654028436,0.20040000000000013,0.7317715959004394,-0.5388101983002832
69,0.3759493670886075,-1.0,0.08960000000000012,0.7610541727672038,-0.6203966005665722
70,0.3658227848101264,-0.9962085308056872,0.13959999999999995,0.786237188872621,-0.5705382436260622
71,0.3506329113924048,-1.0,0.3872,0.7944363103953145,-0.610198300283286
72,0.33544303797468344,-0.9981042654028436,0.20479999999999987,0.7991215226939969,-0.6203966005665722
73,0.3265822784810125,-1.0,-0.10719999999999996,0.778038067349927,-0.47195467422096316
74,0.3075949367088605,-1.0,-0.5720000000000001,0.7352855051244513,-0.5263456090651557
75,0.29746835443037944,-0.9981042654028436,-0.5584,0.7358711566617862,-0.4957507082152973
76,0.28227848101265807,-1.0,-0.48239999999999994,0.710688140556369,-0.5410764872521245
77,0.27848101265822744,-1.0,0.0043999999999999595,0.6978038067349925,-0.5308781869688385
78,0.26582278481012633,-1.0,0.14959999999999996,0.7171303074670572,-0.5376770538243625
79,0.3189873417721517,-0.9981042654028436,-0.2175999999999999,0.6046852122986821,-0.42776203966005655
80,0.3607594936708859,-0.9867298578199052,-0.5204,0.5976573938506591,-0.3416430594900849
81,0.4025316455696203,-0.9981042654028436,-0.394,0.5080527086383602,-0.23739376770538234
82,0.45696202531645536,-0.9962085308056872,-0.5548,0.30248901903367464,-0.13767705382436235
