datetime_mid,temp_C,rain_mm,wetness_percent,rel_humidity_percent,wind_speed_kmph,wind_direction,spray_drift_risk,backup_data,missing_data,year,month,day,start_hour,end_hour
2016-01-01 00:30:00,,,,,,,,,All,2016,1,1,0,1
2016-01-01 01:30:00,,,,,,,,,All,2016,1,1,1,2
2016-01-01 02:30:00,,,,,,,,,All,2016,1,1,2,3
2016-01-01 03:30:00,,,,,,,,,All,2016,1,1,3,4
2016-01-01 04:30:00,,,,,,,,,All,2016,1,1,4,5
2016-01-01 05:30:00,,,,,,,,,All,2016,1,1,5,6
2016-01-01 06:30:00,,,,,,,,,All,2016,1,1,6,7
2016-01-01 07:30:00,,,,,,,,,All,2016,1,1,7,8
2016-01-01 08:30:00,,,,,,,,,All,2016,1,1,8,9
2016-01-01 09:30:00,,,,,,,,,All,2016,1,1,9,10
2016-01-01 10:30:00,,,,,,,,,All,2016,1,1,10,11
2016-01-01 11:30:00,,,,,,,,,All,2016,1,1,11,12
2016-01-01 12:30:00,,,,,,,,,All,2016,1,1,12,13
2016-01-01 13:30:00,,,,,,,,,All,2016,1,1,13,14
2016-01-01 14:30:00,,,,,,,,,All,2016,1,1,14,15
2016-01-01 15:30:00,,,,,,,,,All,2016,1,1,15,16
2016-01-01 16:30:00,,,,,,,,,All,2016,1,1,16,17
2016-01-01 17:30:00,,,,,,,,,All,2016,1,1,17,18
2016-01-01 18:30:00,,,,,,,,,All,2016,1,1,18,19
2016-01-01 19:30:00,,,,,,,,,All,2016,1,1,19,20
2016-01-01 20:30:00,,,,,,,,,All,2016,1,1,20,21
2016-01-01 21:30:00,,,,,,,,,All,2016,1,1,21,22
2016-01-01 22:30:00,,,,,,,,,All,2016,1,1,22,23
2015-12-31 23:30:00,,,,,,,,,All,2015,12,31,-1,0
2016-01-02 00:30:00,,,,,,,,,All,2016,1,2,0,1
2016-01-02 01:30:00,,,,,,,,,All,2016,1,2,1,2
2016-01-02 02:30:00,,,,,,,,,All,2016,1,2,2,3
2016-01-02 03:30:00,,,,,,,,,All,2016,1,2,3,4
2016-01-02 04:30:00,,,,,,,,,All,2016,1,2,4,5
2016-01-02 05:30:00,,,,,,,,,All,2016,1,2,5,6
2016-01-02 06:30:00,,,,,,,,,All,2016,1,2,6,7
2016-01-02 07:30:00,,,,,,,,,All,2016,1,2,7,8
2016-01-02 08:30:00,,,,,,,,,All,2016,1,2,8,9
2016-01-02 09:30:00,,,,,,,,,All,2016,1,2,9,10
2016-01-02 10:30:00,,,,,,,,,All,2016,1,2,10,11
2016-01-02 11:30:00,,,,,,,,,All,2016,1,2,11,12
2016-01-02 12:30:00,,,,,,,,,All,2016,1,2,12,13
2016-01-02 13:30:00,,,,,,,,,All,2016,1,2,13,14
2016-01-02 14:30:00,,,,,,,,,All,2016,1,2,14,15
2016-01-02 15:30:00,,,,,,,,,All,2016,1,2,15,16
2016-01-02 16:30:00,,,,,,,,,All,2016,1,2,16,17
2016-01-02 17:30:00,,,,,,,,,All,2016,1,2,17,18
2016-01-02 18:30:00,,,,,,,,,All,2016,1,2,18,19
2016-01-02 19:30:00,,,,,,,,,All,2016,1,2,19,20
2016-01-02 20:30:00,,,,,,,,,All,2016,1,2,20,21
2016-01-02 21:30:00,,,,,,,,,All,2016,1,2,21,22
2016-01-02 22:30:00,,,,,,,,,All,2016,1,2,22,23
2016-01-01 23:30:00,,,,,,,,,All,2016,1,1,-1,0
2016-01-03 00:30:00,,,,,,,,,All,2016,1,3,0,1
2016-01-03 01:30:00,,,,,,,,,All,2016,1,3,1,2
2016-01-03 02:30:00,,,,,,,,,All,2016,1,3,2,3
2016-01-03 03:30:00,,,,,,,,,All,2016,1,3,3,4
2016-01-03 04:30:00,,,,,,,,,All,2016,1,3,4,5
2016-01-03 05:30:00,,,,,,,,,All,2016,1,3,5,6
2016-01-03 06:30:00,,,,,,,,,All,2016,1,3,6,7
2016-01-03 07:30:00,,,,,,,,,All,2016,1,3,7,8
2016-01-03 08:30:00,,,,,,,,,All,2016,1,3,8,9
2016-01-03 09:30:00,,,,,,,,,All,2016,1,3,9,10
2016-01-03 10:30:00,,,,,,,,,All,2016,1,3,10,11
2016-01-03 11:30:00,,,,,,,,,All,2016,1,3,11,12
2016-01-03 12:30:00,,,,,,,,,All,2016,1,3,12,13
2016-01-03 13:30:00,,,,,,,,,All,2016,1,3,13,14
2016-01-03 14:30:00,,,,,,,,,All,2016,1,3,14,15
2016-01-03 15:30:00,,,,,,,,,All,2016,1,3,15,16
2016-01-03 16:30:00,,,,,,,,,All,2016,1,3,16,17
2016-01-03 17:30:00,,,,,,,,,All,2016,1,3,17,18
2016-01-03 18:30:00,,,,,,,,,All,2016,1,3,18,19
2016-01-03 19:30:00,,,,,,,,,All,2016,1,3,19,20
2016-01-03 20:30:00,,,,,,,,,All,2016,1,3,20,21
2016-01-03 21:30:00,,,,,,,,,All,2016,1,3,21,22
2016-01-03 22:30:00,,,,,,,,,All,2016,1,3,22,23
2016-01-02 23:30:00,,,,,,,,,All,2016,1,2,-1,0
2016-01-04 00:30:00,,,,,,,,,All,2016,1,4,0,1
2016-01-04 01:30:00,,,,,,,,,All,2016,1,4,1,2
2016-01-04 02:30:00,,,,,,,,,All,2016,1,4,2,3
2016-01-04 03:30:00,,,,,,,,,All,2016,1,4,3,4
2016-01-04 04:30:00,,,,,,,,,All,2016,1,4,4,5
2016-01-04 05:30:00,,,,,,,,,All,2016,1,4,5,6
2016-01-04 06:30:00,,,,,,,,,All,2016,1,4,6,7
2016-01-04 07:30:00,,,,,,,,,All,2016,1,4,7,8
2016-01-04 08:30:00,,,,,,,,,All,2016,1,4,8,9
2016-01-04 09:30:00,,,,,,,,,All,2016,1,4,9,10
2016-01-04 10:30:00,,,,,,,,,All,2016,1,4,10,11
2016-01-04 11:30:00,,,,,,,,,All,2016,1,4,11,12
2016-01-04 12:30:00,,,,,,,,,All,2016,1,4,12,13
2016-01-04 13:30:00,,,,,,,,,All,2016,1,4,13,14
2016-01-04 14:30:00,,,,,,,,,All,2016,1,4,14,15
2016-01-04 15:30:00,,,,,,,,,All,2016,1,4,15,16
2016-01-04 16:30:00,,,,,,,,,All,2016,1,4,16,17
2016-01-04 17:30:00,,,,,,,,,All,2016,1,4,17,18
2016-01-04 18:30:00,,,,,,,,,All,2016,1,4,18,19
2016-01-04 19:30:00,,,,,,,,,All,2016,1,4,19,20
2016-01-04 20:30:00,,,,,,,,,All,2016,1,4,20,21
2016-01-04 21:30:00,,,,,,,,,All,2016,1,4,21,22
2016-01-04 22:30:00,,,,,,,,,All,2016,1,4,22,23
2016-01-03 23:30:00,,,,,,,,,All,2016,1,3,-1,0
2016-01-05 00:30:00,,,,,,,,,All,2016,1,5,0,1
2016-01-05 01:30:00,,,,,,,,,All,2016,1,5,1,2
2016-01-05 02:30:00,,,,,,,,,All,2016,1,5,2,3
2016-01-05 03:30:00,,,,,,,,,All,2016,1,5,3,4
2016-01-05 04:30:00,,,,,,,,,All,2016,1,5,4,5
2016-01-05 05:30:00,,,,,,,,,All,2016,1,5,5,6
2016-01-05 06:30:00,,,,,,,,,All,2016,1,5,6,7
2016-01-05 07:30:00,,,,,,,,,All,2016,1,5,7,8
2016-01-05 08:30:00,,,,,,,,,All,2016,1,5,8,9
2016-01-05 09:30:00,,,,,,,,,All,2016,1,5,9,10
2016-01-05 10:30:00,,,,,,,,,All,2016,1,5,10,11
2016-01-05 11:30:00,,,,,,,,,All,2016,1,5,11,12
2016-01-05 12:30:00,,,,,,,,,All,2016,1,5,12,13
2016-01-05 13:30:00,,,,,,,,,All,2016,1,5,13,14
2016-01-05 14:30:00,,,,,,,,,All,2016,1,5,14,15
2016-01-05 15:30:00,,,,,,,,,All,2016,1,5,15,16
2016-01-05 16:30:00,,,,,,,,,All,2016,1,5,16,17
2016-01-05 17:30:00,,,,,,,,,All,2016,1,5,17,18
2016-01-05 18:30:00,,,,,,,,,All,2016,1,5,18,19
2016-01-05 19:30:00,,,,,,,,,All,2016,1,5,19,20
2016-01-05 20:30:00,,,,,,,,,All,2016,1,5,20,21
2016-01-05 21:30:00,,,,,,,,,All,2016,1,5,21,22
2016-01-05 22:30:00,,,,,,,,,All,2016,1,5,22,23
2016-01-04 23:30:00,,,,,,,,,All,2016,1,4,-1,0
2016-01-06 00:30:00,,,,,,,,,All,2016,1,6,0,1
2016-01-06 01:30:00,,,,,,,,,All,2016,1,6,1,2
2016-01-06 02:30:00,,,,,,,,,All,2016,1,6,2,3
2016-01-06 03:30:00,,,,,,,,,All,2016,1,6,3,4
2016-01-06 04:30:00,,,,,,,,,All,2016,1,6,4,5
2016-01-06 05:30:00,,,,,,,,,All,2016,1,6,5,6
2016-01-06 06:30:00,,,,,,,,,All,2016,1,6,6,7
2016-01-06 07:30:00,,,,,,,,,All,2016,1,6,7,8
2016-01-06 08:30:00,,,,,,,,,All,2016,1,6,8,9
2016-01-06 09:30:00,,,,,,,,,All,2016,1,6,9,10
2016-01-06 10:30:00,,,,,,,,,All,2016,1,6,10,11
2016-01-06 11:30:00,,,,,,,,,All,2016,1,6,11,12
2016-01-06 12:30:00,,,,,,,,,All,2016,1,6,12,13
2016-01-06 13:30:00,,,,,,,,,All,2016,1,6,13,14
2016-01-06 14:30:00,,,,,,,,,All,2016,1,6,14,15
2016-01-06 15:30:00,,,,,,,,,All,2016,1,6,15,16
2016-01-06 16:30:00,,,,,,,,,All,2016,1,6,16,17
2016-01-06 17:30:00,,,,,,,,,All,2016,1,6,17,18
2016-01-06 18:30:00,,,,,,,,,All,2016,1,6,18,19
2016-01-06 19:30:00,,,,,,,,,All,2016,1,6,19,20
2016-01-06 20:30:00,,,,,,,,,All,2016,1,6,20,21
2016-01-06 21:30:00,,,,,,,,,All,2016,1,6,21,22
2016-01-06 22:30:00,,,,,,,,,All,2016,1,6,22,23
2016-01-05 23:30:00,,,,,,,,,All,2016,1,5,-1,0
2016-01-07 00:30:00,,,,,,,,,All,2016,1,7,0,1
2016-01-07 01:30:00,,,,,,,,,All,2016,1,7,1,2
2016-01-07 02:30:00,,,,,,,,,All,2016,1,7,2,3
2016-01-07 03:30:00,,,,,,,,,All,2016,1,7,3,4
2016-01-07 04:30:00,,,,,,,,,All,2016,1,7,4,5
2016-01-07 05:30:00,,,,,,,,,All,2016,1,7,5,6
2016-01-07 06:30:00,,,,,,,,,All,2016,1,7,6,7
2016-01-07 07:30:00,,,,,,,,,All,2016,1,7,7,8
2016-01-07 08:30:00,,,,,,,,,All,2016,1,7,8,9
2016-01-07 09:30:00,,,,,,,,,All,2016,1,7,9,10
2016-01-07 10:30:00,,,,,,,,,All,2016,1,7,10,11
2016-01-07 11:30:00,,,,,,,,,All,2016,1,7,11,12
2016-01-07 12:30:00,,,,,,,,,All,2016,1,7,12,13
2016-01-07 13:30:00,,,,,,,,,All,2016,1,7,13,14
2016-01-07 14:30:00,,,,,,,,,All,2016,1,7,14,15
2016-01-07 15:30:00,,,,,,,,,All,2016,1,7,15,16
2016-01-07 16:30:00,,,,,,,,,All,2016,1,7,16,17
2016-01-07 17:30:00,,,,,,,,,All,2016,1,7,17,18
2016-01-07 18:30:00,,,,,,,,,All,2016,1,7,18,19
2016-01-07 19:30:00,,,,,,,,,All,2016,1,7,19,20
2016-01-07 20:30:00,,,,,,,,,All,2016,1,7,20,21
2016-01-07 21:30:00,,,,,,,,,All,2016,1,7,21,22
2016-01-07 22:30:00,,,,,,,,,All,2016,1,7,22,23
2016-01-06 23:30:00,,,,,,,,,All,2016,1,6,-1,0
2016-01-08 00:30:00,,,,,,,,,All,2016,1,8,0,1
2016-01-08 01:30:00,,,,,,,,,All,2016,1,8,1,2
2016-01-08 02:30:00,,,,,,,,,All,2016,1,8,2,3
2016-01-08 03:30:00,,,,,,,,,All,2016,1,8,3,4
2016-01-08 04:30:00,,,,,,,,,All,2016,1,8,4,5
2016-01-08 05:30:00,,,,,,,,,All,2016,1,8,5,6
2016-01-08 06:30:00,,,,,,,,,All,2016,1,8,6,7
2016-01-08 07:30:00,,,,,,,,,All,2016,1,8,7,8
2016-01-08 08:30:00,,,,,,,,,All,2016,1,8,8,9
2016-01-08 09:30:00,,,,,,,,,All,2016,1,8,9,10
2016-01-08 10:30:00,,,,,,,,,All,2016,1,8,10,11
2016-01-08 11:30:00,,,,,,,,,All,2016,1,8,11,12
2016-01-08 12:30:00,,,,,,,,,All,2016,1,8,12,13
2016-01-08 13:30:00,,,,,,,,,All,2016,1,8,13,14
2016-01-08 14:30:00,,,,,,,,,All,2016,1,8,14,15
2016-01-08 15:30:00,,,,,,,,,All,2016,1,8,15,16
2016-01-08 16:30:00,,,,,,,,,All,2016,1,8,16,17
2016-01-08 17:30:00,,,,,,,,,All,2016,1,8,17,18
2016-01-08 18:30:00,,,,,,,,,All,2016,1,8,18,19
2016-01-08 19:30:00,,,,,,,,,All,2016,1,8,19,20
2016-01-08 20:30:00,,,,,,,,,All,2016,1,8,20,21
2016-01-08 21:30:00,,,,,,,,,All,2016,1,8,21,22
2016-01-08 22:30:00,,,,,,,,,All,2016,1,8,22,23
2016-01-07 23:30:00,,,,,,,,,All,2016,1,7,-1,0
2016-01-09 00:30:00,,,,,,,,,All,2016,1,9,0,1
2016-01-09 01:30:00,,,,,,,,,All,2016,1,9,1,2
2016-01-09 02:30:00,,,,,,,,,All,2016,1,9,2,3
2016-01-09 03:30:00,,,,,,,,,All,2016,1,9,3,4
2016-01-09 04:30:00,,,,,,,,,All,2016,1,9,4,5
2016-01-09 05:30:00,,,,,,,,,All,2016,1,9,5,6
2016-01-09 06:30:00,,,,,,,,,All,2016,1,9,6,7
2016-01-09 07:30:00,,,,,,,,,All,2016,1,9,7,8
2016-01-09 08:30:00,,,,,,,,,All,2016,1,9,8,9
2016-01-09 09:30:00,,,,,,,,,All,2016,1,9,9,10
2016-01-09 10:30:00,,,,,,,,,All,2016,1,9,10,11
2016-01-09 11:30:00,,,,,,,,,All,2016,1,9,11,12
2016-01-09 12:30:00,,,,,,,,,All,2016,1,9,12,13
2016-01-09 13:30:00,,,,,,,,,All,2016,1,9,13,14
2016-01-09 14:30:00,,,,,,,,,All,2016,1,9,14,15
2016-01-09 15:30:00,,,,,,,,,All,2016,1,9,15,16
2016-01-09 16:30:00,,,,,,,,,All,2016,1,9,16,17
2016-01-09 17:30:00,,,,,,,,,All,2016,1,9,17,18
2016-01-09 18:30:00,,,,,,,,,All,2016,1,9,18,19
2016-01-09 19:30:00,,,,,,,,,All,2016,1,9,19,20
2016-01-09 20:30:00,,,,,,,,,All,2016,1,9,20,21
2016-01-09 21:30:00,,,,,,,,,All,2016,1,9,21,22
2016-01-09 22:30:00,,,,,,,,,All,2016,1,9,22,23
2016-01-08 23:30:00,,,,,,,,,All,2016,1,8,-1,0
2016-01-10 00:30:00,,,,,,,,,All,2016,1,10,0,1
2016-01-10 01:30:00,,,,,,,,,All,2016,1,10,1,2
2016-01-10 02:30:00,,,,,,,,,All,2016,1,10,2,3
2016-01-10 03:30:00,,,,,,,,,All,2016,1,10,3,4
2016-01-10 04:30:00,,,,,,,,,All,2016,1,10,4,5
2016-01-10 05:30:00,,,,,,,,,All,2016,1,10,5,6
2016-01-10 06:30:00,,,,,,,,,All,2016,1,10,6,7
2016-01-10 07:30:00,,,,,,,,,All,2016,1,10,7,8
2016-01-10 08:30:00,,,,,,,,,All,2016,1,10,8,9
2016-01-10 09:30:00,,,,,,,,,All,2016,1,10,9,10
2016-01-10 10:30:00,,,,,,,,,All,2016,1,10,10,11
2016-01-10 11:30:00,,,,,,,,,All,2016,1,10,11,12
2016-01-10 12:30:00,,,,,,,,,All,2016,1,10,12,13
2016-01-10 13:30:00,,,,,,,,,All,2016,1,10,13,14
2016-01-10 14:30:00,,,,,,,,,All,2016,1,10,14,15
2016-01-10 15:30:00,,,,,,,,,All,2016,1,10,15,16
2016-01-10 16:30:00,,,,,,,,,All,2016,1,10,16,17
2016-01-10 17:30:00,,,,,,,,,All,2016,1,10,17,18
2016-01-10 18:30:00,,,,,,,,,All,2016,1,10,18,19
2016-01-10 19:30:00,,,,,,,,,All,2016,1,10,19,20
2016-01-10 20:30:00,,,,,,,,,All,2016,1,10,20,21
2016-01-10 21:30:00,,,,,,,,,All,2016,1,10,21,22
2016-01-10 22:30:00,,,,,,,,,All,2016,1,10,22,23
2016-01-09 23:30:00,,,,,,,,,All,2016,1,9,-1,0
2016-01-11 00:30:00,,,,,,,,,All,2016,1,11,0,1
2016-01-11 01:30:00,,,,,,,,,All,2016,1,11,1,2
2016-01-11 02:30:00,,,,,,,,,All,2016,1,11,2,3
2016-01-11 03:30:00,,,,,,,,,All,2016,1,11,3,4
2016-01-11 04:30:00,,,,,,,,,All,2016,1,11,4,5
2016-01-11 05:30:00,,,,,,,,,All,2016,1,11,5,6
2016-01-11 06:30:00,,,,,,,,,All,2016,1,11,6,7
2016-01-11 07:30:00,,,,,,,,,All,2016,1,11,7,8
2016-01-11 08:30:00,,,,,,,,,All,2016,1,11,8,9
2016-01-11 09:30:00,,,,,,,,,All,2016,1,11,9,10
2016-01-11 10:30:00,,,,,,,,,All,2016,1,11,10,11
2016-01-11 11:30:00,,,,,,,,,All,2016,1,11,11,12
2016-01-11 12:30:00,,,,,,,,,All,2016,1,11,12,13
2016-01-11 13:30:00,,,,,,,,,All,2016,1,11,13,14
2016-01-11 14:30:00,,,,,,,,,All,2016,1,11,14,15
2016-01-11 15:30:00,,,,,,,,,All,2016,1,11,15,16
2016-01-11 16:30:00,,,,,,,,,All,2016,1,11,16,17
2016-01-11 17:30:00,,,,,,,,,All,2016,1,11,17,18
2016-01-11 18:30:00,,,,,,,,,All,2016,1,11,18,19
2016-01-11 19:30:00,,,,,,,,,All,2016,1,11,19,20
2016-01-11 20:30:00,,,,,,,,,All,2016,1,11,20,21
2016-01-11 21:30:00,,,,,,,,,All,2016,1,11,21,22
2016-01-11 22:30:00,,,,,,,,,All,2016,1,11,22,23
2016-01-10 23:30:00,,,,,,,,,All,2016,1,10,-1,0
2016-01-12 00:30:00,,,,,,,,,All,2016,1,12,0,1
2016-01-12 01:30:00,,,,,,,,,All,2016,1,12,1,2
2016-01-12 02:30:00,,,,,,,,,All,2016,1,12,2,3
2016-01-12 03:30:00,,,,,,,,,All,2016,1,12,3,4
2016-01-12 04:30:00,,,,,,,,,All,2016,1,12,4,5
2016-01-12 05:30:00,,,,,,,,,All,2016,1,12,5,6
2016-01-12 06:30:00,,,,,,,,,All,2016,1,12,6,7
2016-01-12 07:30:00,,,,,,,,,All,2016,1,12,7,8
2016-01-12 08:30:00,,,,,,,,,All,2016,1,12,8,9
2016-01-12 09:30:00,,,,,,,,,All,2016,1,12,9,10
2016-01-12 10:30:00,,,,,,,,,All,2016,1,12,10,11
2016-01-12 11:30:00,,,,,,,,,All,2016,1,12,11,12
2016-01-12 12:30:00,,,,,,,,,All,2016,1,12,12,13
2016-01-12 13:30:00,,,,,,,,,All,2016,1,12,13,14
2016-01-12 14:30:00,,,,,,,,,All,2016,1,12,14,15
2016-01-12 15:30:00,,,,,,,,,All,2016,1,12,15,16
2016-01-12 16:30:00,,,,,,,,,All,2016,1,12,16,17
2016-01-12 17:30:00,,,,,,,,,All,2016,1,12,17,18
2016-01-12 18:30:00,,,,,,,,,All,2016,1,12,18,19
2016-01-12 19:30:00,,,,,,,,,All,2016,1,12,19,20
2016-01-12 20:30:00,,,,,,,,,All,2016,1,12,20,21
2016-01-12 21:30:00,,,,,,,,,All,2016,1,12,21,22
2016-01-12 22:30:00,,,,,,,,,All,2016,1,12,22,23
2016-01-11 23:30:00,,,,,,,,,All,2016,1,11,-1,0
2016-01-13 00:30:00,,,,,,,,,All,2016,1,13,0,1
2016-01-13 01:30:00,,,,,,,,,All,2016,1,13,1,2
2016-01-13 02:30:00,,,,,,,,,All,2016,1,13,2,3
2016-01-13 03:30:00,,,,,,,,,All,2016,1,13,3,4
2016-01-13 04:30:00,,,,,,,,,All,2016,1,13,4,5
2016-01-13 05:30:00,,,,,,,,,All,2016,1,13,5,6
2016-01-13 06:30:00,,,,,,,,,All,2016,1,13,6,7
2016-01-13 07:30:00,,,,,,,,,All,2016,1,13,7,8
2016-01-13 08:30:00,,,,,,,,,All,2016,1,13,8,9
2016-01-13 09:30:00,,,,,,,,,All,2016,1,13,9,10
2016-01-13 10:30:00,,,,,,,,,All,2016,1,13,10,11
2016-01-13 11:30:00,,,,,,,,,All,2016,1,13,11,12
2016-01-13 12:30:00,,,,,,,,,All,2016,1,13,12,13
2016-01-13 13:30:00,,,,,,,,,All,2016,1,13,13,14
2016-01-13 14:30:00,,,,,,,,,All,2016,1,13,14,15
2016-01-13 15:30:00,,,,,,,,,All,2016,1,13,15,16
2016-01-13 16:30:00,,,,,,,,,All,2016,1,13,16,17
2016-01-13 17:30:00,,,,,,,,,All,2016,1,13,17,18
2016-01-13 18:30:00,,,,,,,,,All,2016,1,13,18,19
2016-01-13 19:30:00,,,,,,,,,All,2016,1,13,19,20
2016-01-13 20:30:00,,,,,,,,,All,2016,1,13,20,21
2016-01-13 21:30:00,,,,,,,,,All,2016,1,13,21,22
2016-01-13 22:30:00,,,,,,,,,All,2016,1,13,22,23
2016-01-12 23:30:00,,,,,,,,,All,2016,1,12,-1,0
2016-01-14 00:30:00,,,,,,,,,All,2016,1,14,0,1
2016-01-14 01:30:00,,,,,,,,,All,2016,1,14,1,2
2016-01-14 02:30:00,,,,,,,,,All,2016,1,14,2,3
2016-01-14 03:30:00,,,,,,,,,All,2016,1,14,3,4
2016-01-14 04:30:00,,,,,,,,,All,2016,1,14,4,5
2016-01-14 05:30:00,,,,,,,,,All,2016,1,14,5,6
2016-01-14 06:30:00,,,,,,,,,All,2016,1,14,6,7
2016-01-14 07:30:00,,,,,,,,,All,2016,1,14,7,8
2016-01-14 08:30:00,,,,,,,,,All,2016,1,14,8,9
2016-01-14 09:30:00,,,,,,,,,All,2016,1,14,9,10
2016-01-14 10:30:00,,,,,,,,,All,2016,1,14,10,11
2016-01-14 11:30:00,,,,,,,,,All,2016,1,14,11,12
2016-01-14 12:30:00,,,,,,,,,All,2016,1,14,12,13
2016-01-14 13:30:00,,,,,,,,,All,2016,1,14,13,14
2016-01-14 14:30:00,,,,,,,,,All,2016,1,14,14,15
2016-01-14 15:30:00,,,,,,,,,All,2016,1,14,15,16
2016-01-14 16:30:00,,,,,,,,,All,2016,1,14,16,17
2016-01-14 17:30:00,,,,,,,,,All,2016,1,14,17,18
2016-01-14 18:30:00,,,,,,,,,All,2016,1,14,18,19
2016-01-14 19:30:00,,,,,,,,,All,2016,1,14,19,20
2016-01-14 20:30:00,,,,,,,,,All,2016,1,14,20,21
2016-01-14 21:30:00,,,,,,,,,All,2016,1,14,21,22
2016-01-14 22:30:00,,,,,,,,,All,2016,1,14,22,23
2016-01-13 23:30:00,,,,,,,,,All,2016,1,13,-1,0
2016-01-15 00:30:00,,,,,,,,,All,2016,1,15,0,1
2016-01-15 01:30:00,,,,,,,,,All,2016,1,15,1,2
2016-01-15 02:30:00,,,,,,,,,All,2016,1,15,2,3
2016-01-15 03:30:00,,,,,,,,,All,2016,1,15,3,4
2016-01-15 04:30:00,,,,,,,,,All,2016,1,15,4,5
2016-01-15 05:30:00,,,,,,,,,All,2016,1,15,5,6
2016-01-15 06:30:00,,,,,,,,,All,2016,1,15,6,7
2016-01-15 07:30:00,,,,,,,,,All,2016,1,15,7,8
2016-01-15 08:30:00,,,,,,,,,All,2016,1,15,8,9
2016-01-15 09:30:00,,,,,,,,,All,2016,1,15,9,10
2016-01-15 10:30:00,,,,,,,,,All,2016,1,15,10,11
2016-01-15 11:30:00,,,,,,,,,All,2016,1,15,11,12
2016-01-15 12:30:00,,,,,,,,,All,2016,1,15,12,13
2016-01-15 13:30:00,,,,,,,,,All,2016,1,15,13,14
2016-01-15 14:30:00,,,,,,,,,All,2016,1,15,14,15
2016-01-15 15:30:00,,,,,,,,,All,2016,1,15,15,16
2016-01-15 16:30:00,,,,,,,,,All,2016,1,15,16,17
2016-01-15 17:30:00,,,,,,,,,All,2016,1,15,17,18
2016-01-15 18:30:00,,,,,,,,,All,2016,1,15,18,19
2016-01-15 19:30:00,,,,,,,,,All,2016,1,15,19,20
2016-01-15 20:30:00,,,,,,,,,All,2016,1,15,20,21
2016-01-15 21:30:00,,,,,,,,,All,2016,1,15,21,22
2016-01-15 22:30:00,,,,,,,,,All,2016,1,15,22,23
2016-01-14 23:30:00,,,,,,,,,All,2016,1,14,-1,0
2016-01-16 00:30:00,,,,,,,,,All,2016,1,16,0,1
2016-01-16 01:30:00,,,,,,,,,All,2016,1,16,1,2
2016-01-16 02:30:00,,,,,,,,,All,2016,1,16,2,3
2016-01-16 03:30:00,,,,,,,,,All,2016,1,16,3,4
2016-01-16 04:30:00,,,,,,,,,All,2016,1,16,4,5
2016-01-16 05:30:00,,,,,,,,,All,2016,1,16,5,6
2016-01-16 06:30:00,,,,,,,,,All,2016,1,16,6,7
2016-01-16 07:30:00,,,,,,,,,All,2016,1,16,7,8
2016-01-16 08:30:00,,,,,,,,,All,2016,1,16,8,9
2016-01-16 09:30:00,,,,,,,,,All,2016,1,16,9,10
2016-01-16 10:30:00,,,,,,,,,All,2016,1,16,10,11
2016-01-16 11:30:00,,,,,,,,,All,2016,1,16,11,12
2016-01-16 12:30:00,,,,,,,,,All,2016,1,16,12,13
2016-01-16 13:30:00,,,,,,,,,All,2016,1,16,13,14
2016-01-16 14:30:00,,,,,,,,,All,2016,1,16,14,15
2016-01-16 15:30:00,,,,,,,,,All,2016,1,16,15,16
2016-01-16 16:30:00,,,,,,,,,All,2016,1,16,16,17
2016-01-16 17:30:00,,,,,,,,,All,2016,1,16,17,18
2016-01-16 18:30:00,,,,,,,,,All,2016,1,16,18,19
2016-01-16 19:30:00,,,,,,,,,All,2016,1,16,19,20
2016-01-16 20:30:00,,,,,,,,,All,2016,1,16,20,21
2016-01-16 21:30:00,,,,,,,,,All,2016,1,16,21,22
2016-01-16 22:30:00,,,,,,,,,All,2016,1,16,22,23
2016-01-15 23:30:00,,,,,,,,,All,2016,1,15,-1,0
2016-01-17 00:30:00,,,,,,,,,All,2016,1,17,0,1
2016-01-17 01:30:00,,,,,,,,,All,2016,1,17,1,2
2016-01-17 02:30:00,,,,,,,,,All,2016,1,17,2,3
2016-01-17 03:30:00,,,,,,,,,All,2016,1,17,3,4
2016-01-17 04:30:00,,,,,,,,,All,2016,1,17,4,5
2016-01-17 05:30:00,,,,,,,,,All,2016,1,17,5,6
2016-01-17 06:30:00,,,,,,,,,All,2016,1,17,6,7
2016-01-17 07:30:00,,,,,,,,,All,2016,1,17,7,8
2016-01-17 08:30:00,,,,,,,,,All,2016,1,17,8,9
2016-01-17 09:30:00,,,,,,,,,All,2016,1,17,9,10
2016-01-17 10:30:00,,,,,,,,,All,2016,1,17,10,11
2016-01-17 11:30:00,,,,,,,,,All,2016,1,17,11,12
2016-01-17 12:30:00,,,,,,,,,All,2016,1,17,12,13
2016-01-17 13:30:00,,,,,,,,,All,2016,1,17,13,14
2016-01-17 14:30:00,,,,,,,,,All,2016,1,17,14,15
2016-01-17 15:30:00,,,,,,,,,All,2016,1,17,15,16
2016-01-17 16:30:00,,,,,,,,,All,2016,1,17,16,17
2016-01-17 17:30:00,,,,,,,,,All,2016,1,17,17,18
2016-01-17 18:30:00,,,,,,,,,All,2016,1,17,18,19
2016-01-17 19:30:00,,,,,,,,,All,2016,1,17,19,20
2016-01-17 20:30:00,,,,,,,,,All,2016,1,17,20,21
2016-01-17 21:30:00,,,,,,,,,All,2016,1,17,21,22
2016-01-17 22:30:00,,,,,,,,,All,2016,1,17,22,23
2016-01-16 23:30:00,,,,,,,,,All,2016,1,16,-1,0
