"MetWatch hourly weather data for Kumeu, Auckland"
Date,Time,"Air Temp. (°C)","Rainfall (mm)","Leaf Wetness (%)","Relative Humidity (%)","Wind Speed (km/h)","Wind Direction","Spray Drift Risk","Backup Data","Missing Data"
"Fri 1st Jan 2021","4 - 5pm",24.4,0.0,0.2,53.0,11.2,SW,"Best Conditions",,
"Fri 1st Jan 2021","5 - 6pm",23.7,0.0,0.2,58.6,12.7,SW,"Best Conditions",,
"Fri 1st Jan 2021","6 - 7pm",22.9,0.0,0.2,62.1,9.5,SW,"Best Conditions",,
"Fri 1st Jan 2021","7 - 8pm",22.1,0.0,0.2,65.8,8.2,SW,"Best Conditions",,
"Fri 1st Jan 2021","8 - 9pm",20.4,0.0,5.1,74.0,5.5,SW,"Best Conditions",,
"Fri 1st Jan 2021","9 - 10pm",18.2,0.0,80.6,86.2,1.2,W,"Not Recommended",,
"Fri 1st Jan 2021","10 - 11pm",17.7,0.0,73.7,90.1,0.5,NW,"Not Recommended",,
"Fri 1st Jan 2021","11 - 12am",17.6,0.0,90.5,90.4,0.5,NW,"Not Recommended",,
"Sat 2nd Jan 2021","12 - 1am",16.1,0.0,98.9,93.0,0.0,W,"Not Recommended",,
"Sat 2nd Jan 2021","1 - 2am",15.8,0.0,100.0,95.6,0.3,W,"Not Recommended",,
"Sat 2nd Jan 2021","2 - 3am",16.3,0.0,100.0,96.3,0.1,W,"Not Recommended",,
"Sat 2nd Jan 2021","3 - 4am",16.3,0.0,100.0,96.3,0.1,W,"Not Recommended",,
"Sat 2nd Jan 2021","4 - 5am",16.4,0.0,99.6,96.1,0.1,W,"Not Recommended",,
"Sat 2nd Jan 2021","5 - 6am",16.8,0.0,99.1,95.9,0.3,N,"Not Recommended",,
"Sat 2nd Jan 2021","6 - 7am",17.4,0.0,97.3,95.4,1.5,NE,"Not Recommended",,
"Sat 2nd Jan 2021","7 - 8am",18.0,0.0,100.0,95.8,0.5,N,"Not Recommended",,
"Sat 2nd Jan 2021","8 - 9am",19.5,0.0,43.9,91.7,3.4,W,"Best Conditions",,
"Sat 2nd Jan 2021","9 - 10am",22.0,0.0,0.2,77.3,5.3,W,"Best Conditions",,
"Sat 2nd Jan 2021","10 - 11am",20.5,5.2,55.8,85.8,5.9,W,"Not Recommended",,
"Sat 2nd Jan 2021","11 - 12pm",22.3,0.0,0.2,75.8,11.2,SW,"Best Conditions",,
"Sat 2nd Jan 2021","12 - 1pm",23.4,0.0,0.2,68.5,13.4,SW,"Best Conditions",,
"Sat 2nd Jan 2021","1 - 2pm",24.1,0.0,0.2,65.6,12.6,SW,"Best Conditions",,
"Sat 2nd Jan 2021","2 - 3pm",24.6,0.0,0.2,62.7,12.0,SW,"Best Conditions",,
"Sat 2nd Jan 2021","3 - 4pm",23.6,0.0,0.2,62.4,12.0,SW,"Best Conditions",,
"Sat 2nd Jan 2021","4 - 5pm",23.6,0.0,0.2,65.9,10.1,SW,"Best Conditions",,
"Sat 2nd Jan 2021","5 - 6pm",23.0,0.0,0.2,69.9,7.9,SW,"Best Conditions",,
"Sat 2nd Jan 2021","6 - 7pm",21.0,0.0,0.2,80.8,6.5,NE,"Best Conditions",,
"Sat 2nd Jan 2021","7 - 8pm",20.2,0.0,0.3,83.3,8.2,E,"Best Conditions",,
"Sat 2nd Jan 2021","8 - 9pm",18.8,0.0,3.8,90.0,4.1,NE,"Best Conditions",,
"Sat 2nd Jan 2021","9 - 10pm",18.2,0.0,99.8,92.0,0.8,W,"Not Recommended",,
"Sat 2nd Jan 2021","10 - 11pm",16.9,0.0,100.0,95.1,0.3,W,"Not Recommended",,
"Sat 2nd Jan 2021","11 - 12am",15.8,0.0,100.0,96.8,0.5,NW,"Not Recommended",,
"Sun 3rd Jan 2021","12 - 1am",15.2,0.0,100.0,97.6,0.6,N,"Not Recommended",,
"Sun 3rd Jan 2021","1 - 2am",14.8,0.0,99.9,98.2,0.3,N,"Not Recommended",,
"Sun 3rd Jan 2021","2 - 3am",14.5,0.0,99.9,98.5,0.1,N,"Not Recommended",,
"Sun 3rd Jan 2021","3 - 4am",14.7,0.0,99.9,98.9,0.8,SW,"Not Recommended",,
"Sun 3rd Jan 2021","4 - 5am",14.0,0.0,99.9,99.2,0.1,S,"Not Recommended",,
"Sun 3rd Jan 2021","5 - 6am",13.9,0.0,99.8,99.4,0.0,N,"Not Recommended",,
"Sun 3rd Jan 2021","6 - 7am",14.0,0.0,99.9,99.5,0.1,S,"Not Recommended",,
"Sun 3rd Jan 2021","7 - 8am",15.4,0.0,99.9,99.4,0.0,S,"Not Recommended",,
"Sun 3rd Jan 2021","8 - 9am",17.6,0.0,35.0,98.8,0.7,SW,"Not Recommended",,
"Sun 3rd Jan 2021","9 - 10am",20.8,0.0,0.2,89.6,2.2,N,"Not Recommended",,
"Sun 3rd Jan 2021","10 - 11am",22.5,0.0,0.2,73.5,4.7,W,"Best Conditions",,
"Sun 3rd Jan 2021","11 - 12pm",23.4,0.0,8.5,68.5,5.0,W,"Best Conditions",,
"Sun 3rd Jan 2021","12 - 1pm",22.7,0.0,21.7,71.8,8.6,SW,"Best Conditions",,
"Sun 3rd Jan 2021","1 - 2pm",21.1,0.0,3.8,82.2,8.3,E,"Best Conditions",,
"Sun 3rd Jan 2021","2 - 3pm",19.5,12.2,86.3,89.4,6.5,N,"Not Recommended",,
"Sun 3rd Jan 2021","3 - 4pm",19.9,0.4,58.6,93.5,1.5,E,"Not Recommended",,
"Sun 3rd Jan 2021","4 - 5pm",20.4,1.0,78.7,91.4,1.9,W,"Not Recommended",,
"Sun 3rd Jan 2021","5 - 6pm",21.8,0.0,9.0,84.9,2.3,SW,"Not Recommended",,
"Sun 3rd Jan 2021","6 - 7pm",21.3,0.4,19.0,86.1,3.4,N,"Not Recommended",,
"Sun 3rd Jan 2021","7 - 8pm",20.2,1.4,97.2,93.3,1.4,E,"Not Recommended",,
"Sun 3rd Jan 2021","8 - 9pm",19.3,0.0,98.3,94.3,0.0,NE,"Not Recommended",,
"Sun 3rd Jan 2021","9 - 10pm",18.7,0.0,98.9,96.0,0.0,NE,"Not Recommended",,
"Sun 3rd Jan 2021","10 - 11pm",18.3,0.0,99.1,96.9,0.2,NE,"Not Recommended",,
"Sun 3rd Jan 2021","11 - 12am",17.9,0.0,99.3,97.4,0.1,NE,"Not Recommended",,
"Mon 4th Jan 2021","12 - 1am",16.8,0.0,99.8,98.0,0.0,NE,"Not Recommended",,
"Mon 4th Jan 2021","1 - 2am",16.5,0.0,99.8,98.5,0.0,NE,"Not Recommended",,
"Mon 4th Jan 2021","2 - 3am",15.5,0.0,99.8,98.9,0.0,N,"Not Recommended",,
"Mon 4th Jan 2021","3 - 4am",14.7,0.0,99.7,99.2,0.0,N,"Not Recommended",,
"Mon 4th Jan 2021","4 - 5am",13.8,0.0,99.4,99.5,0.0,N,"Not Recommended",,
"Mon 4th Jan 2021","5 - 6am",14.0,0.0,99.3,99.6,0.0,N,"Not Recommended",,
"Mon 4th Jan 2021","6 - 7am",14.1,0.0,99.4,99.8,0.3,NE,"Not Recommended",,
"Mon 4th Jan 2021","7 - 8am",16.2,0.0,99.4,99.4,0.0,SW,"Not Recommended",,
"Mon 4th Jan 2021","8 - 9am",18.6,0.2,13.1,98.5,1.3,E,"Not Recommended",,
"Mon 4th Jan 2021","9 - 10am",21.3,0.0,0.6,89.1,4.4,NE,"Best Conditions",,
"Mon 4th Jan 2021","10 - 11am",23.5,0.0,0.2,68.8,4.0,NE,"Best Conditions",,
"Mon 4th Jan 2021","11 - 12pm",24.5,0.0,0.2,64.9,7.7,NE,"Best Conditions",,
"Mon 4th Jan 2021","12 - 1pm",25.2,0.0,0.2,62.9,9.5,NE,"Best Conditions",,
"Mon 4th Jan 2021","1 - 2pm",25.3,0.0,0.2,58.0,9.3,NE,"Best Conditions",,
"Mon 4th Jan 2021","2 - 3pm",26.4,0.0,0.1,48.4,8.3,NE,"Suitable With Caution",,
"Mon 4th Jan 2021","3 - 4pm",26.4,0.0,0.2,46.4,9.1,NE,"Suitable With Caution",,
"Mon 4th Jan 2021","4 - 5pm",26.6,0.0,0.1,45.5,8.0,NE,"Suitable With Caution",,
"Mon 4th Jan 2021","5 - 6pm",26.0,0.0,0.2,47.0,8.8,NE,"Suitable With Caution",,
"Mon 4th Jan 2021","6 - 7pm",24.9,0.0,0.2,53.3,4.5,NE,"Best Conditions",,
"Mon 4th Jan 2021","7 - 8pm",24.1,0.0,0.2,63.1,7.2,NE,"Best Conditions",,
"Mon 4th Jan 2021","8 - 9pm",21.5,0.0,0.2,73.6,2.5,NE,"Not Recommended",,
"Mon 4th Jan 2021","9 - 10pm",19.0,0.0,35.6,85.0,0.2,NE,"Not Recommended",,
"Mon 4th Jan 2021","10 - 11pm",17.6,0.0,95.4,90.9,0.1,NE,"Not Recommended",,
"Mon 4th Jan 2021","11 - 12am",16.3,0.0,94.3,94.9,0.1,N,"Not Recommended",,
"Tue 5th Jan 2021","12 - 1am",15.4,0.0,94.9,96.6,0.0,W,"Not Recommended",,
"Tue 5th Jan 2021","1 - 2am",14.6,0.0,95.7,97.6,0.0,W,"Not Recommended",,
"Tue 5th Jan 2021","2 - 3am",13.9,0.0,97.2,98.2,0.1,W,"Not Recommended",,
"Tue 5th Jan 2021","3 - 4am",13.4,0.0,98.4,98.7,0.0,N,"Not Recommended",,
"Tue 5th Jan 2021","4 - 5am",12.8,0.0,99.0,99.0,0.0,N,"Not Recommended",,
"Tue 5th Jan 2021","5 - 6am",12.4,0.0,99.1,99.3,0.1,W,"Not Recommended",,
"Tue 5th Jan 2021","6 - 7am",12.7,0.0,99.5,99.2,0.0,N,"Not Recommended",,
"Tue 5th Jan 2021","7 - 8am",16.3,0.0,99.6,96.8,0.2,W,"Not Recommended",,
"Tue 5th Jan 2021","8 - 9am",20.0,0.0,56.4,89.1,0.5,S,"Not Recommended",,
"Tue 5th Jan 2021","9 - 10am",23.1,0.0,0.2,68.9,2.2,NE,"Not Recommended",,
"Tue 5th Jan 2021","10 - 11am",24.9,0.0,0.1,59.6,3.1,E,"Best Conditions",,
"Tue 5th Jan 2021","11 - 12pm",26.2,0.0,0.2,53.1,4.5,E,"Best Conditions",,
"Tue 5th Jan 2021","12 - 1pm",27.5,0.0,0.1,44.4,5.2,NE,"Suitable With Caution",,
"Tue 5th Jan 2021","1 - 2pm",26.9,0.0,0.1,54.9,5.6,SW,"Best Conditions",,
"Tue 5th Jan 2021","2 - 3pm",27.2,0.0,0.2,49.8,5.0,S,"Suitable With Caution",,
"Tue 5th Jan 2021","3 - 4pm",27.4,0.0,0.1,52.2,11.4,SW,"Best Conditions",,
"Tue 5th Jan 2021","4 - 5pm",26.8,0.0,0.2,48.3,12.2,SW,"Suitable With Caution",,
"Tue 5th Jan 2021","5 - 6pm",26.6,0.0,0.2,47.7,10.9,SW,"Suitable With Caution",,
"Tue 5th Jan 2021","6 - 7pm",26.3,0.0,0.2,48.5,10.6,SW,"Suitable With Caution",,
"Tue 5th Jan 2021","7 - 8pm",26.2,0.0,0.2,50.9,2.5,NE,"Not Recommended",,
"Tue 5th Jan 2021","8 - 9pm",23.0,0.0,0.2,59.1,2.1,E,"Not Recommended",,
"Tue 5th Jan 2021","9 - 10pm",19.9,0.0,1.0,68.7,0.2,E,"Not Recommended",,
"Tue 5th Jan 2021","10 - 11pm",16.9,0.0,57.7,84.7,0.1,NE,"Not Recommended",,
"Tue 5th Jan 2021","11 - 12am",15.4,0.0,97.1,90.6,0.0,N,"Not Recommended",,
"Wed 6th Jan 2021","12 - 1am",14.5,0.0,96.5,94.4,0.0,N,"Not Recommended",,
"Wed 6th Jan 2021","1 - 2am",13.9,0.0,97.1,96.1,0.0,W,"Not Recommended",,
"Wed 6th Jan 2021","2 - 3am",13.2,0.0,97.5,97.0,0.0,N,"Not Recommended",,
"Wed 6th Jan 2021","3 - 4am",12.5,0.0,98.1,97.8,0.0,W,"Not Recommended",,
"Wed 6th Jan 2021","4 - 5am",12.0,0.0,98.4,98.3,0.0,N,"Not Recommended",,
"Wed 6th Jan 2021","5 - 6am",11.4,0.0,98.8,98.7,0.0,N,"Not Recommended",,
"Wed 6th Jan 2021","6 - 7am",11.8,0.0,99.2,98.8,0.0,N,"Not Recommended",,
"Wed 6th Jan 2021","7 - 8am",15.4,0.0,99.4,96.0,1.3,SW,"Not Recommended",,
"Wed 6th Jan 2021","8 - 9am",19.8,0.0,29.8,81.1,2.9,SW,"Not Recommended",,
"Wed 6th Jan 2021","9 - 10am",23.8,0.0,0.2,60.3,2.3,S,"Not Recommended",,
"Wed 6th Jan 2021","10 - 11am",25.3,0.0,0.2,54.9,4.4,NW,"Best Conditions",,
"Wed 6th Jan 2021","11 - 12pm",26.8,0.0,0.1,51.0,4.7,E,"Best Conditions",,
"Wed 6th Jan 2021","12 - 1pm",27.1,0.0,0.1,50.6,6.4,SW,"Best Conditions",,
"Wed 6th Jan 2021","1 - 2pm",26.6,0.0,0.2,50.5,15.5,SW,"Extreme Caution",,
"Wed 6th Jan 2021","2 - 3pm",26.3,0.0,0.2,49.8,14.3,SW,"Suitable With Caution",,
"Wed 6th Jan 2021","3 - 4pm",26.0,0.0,0.1,50.3,15.1,SW,"Best Conditions",,
"Wed 6th Jan 2021","4 - 5pm",25.7,0.0,0.2,50.6,13.8,SW,"Best Conditions",,
"Wed 6th Jan 2021","5 - 6pm",25.9,0.0,0.1,49.5,12.9,SW,"Suitable With Caution",,
"Wed 6th Jan 2021","6 - 7pm",24.7,0.0,0.2,54.7,12.6,SW,"Best Conditions",,
"Wed 6th Jan 2021","7 - 8pm",22.7,0.0,0.2,58.8,11.0,SW,"Best Conditions",,
"Wed 6th Jan 2021","8 - 9pm",20.1,0.0,0.6,75.1,5.6,SW,"Best Conditions",,
"Wed 6th Jan 2021","9 - 10pm",18.5,0.0,24.6,85.5,3.9,SW,"Best Conditions",,
"Wed 6th Jan 2021","10 - 11pm",17.7,0.0,89.7,91.0,1.4,W,"Not Recommended",,
"Wed 6th Jan 2021","11 - 12am",17.4,0.0,97.6,94.0,1.8,W,"Not Recommended",,
"Thu 7th Jan 2021","12 - 1am",17.1,0.0,98.1,94.8,1.5,W,"Not Recommended",,
"Thu 7th Jan 2021","1 - 2am",16.1,0.0,98.0,96.0,0.1,W,"Not Recommended",,
"Thu 7th Jan 2021","2 - 3am",15.2,0.0,98.4,97.2,0.0,W,"Not Recommended",,
"Thu 7th Jan 2021","3 - 4am",14.9,0.0,98.9,97.9,0.0,W,"Not Recommended",,
"Thu 7th Jan 2021","4 - 5am",14.0,0.0,99.1,98.4,0.0,N,"Not Recommended",,
"Thu 7th Jan 2021","5 - 6am",14.1,0.0,99.2,98.8,0.0,W,"Not Recommended",,
"Thu 7th Jan 2021","6 - 7am",14.6,0.0,99.5,99.0,0.0,W,"Not Recommended",,
"Thu 7th Jan 2021","7 - 8am",15.8,0.0,99.8,99.0,0.5,NW,"Not Recommended",,
"Thu 7th Jan 2021","8 - 9am",18.3,0.0,99.8,98.4,0.1,S,"Not Recommended",,
"Thu 7th Jan 2021","9 - 10am",20.3,0.0,59.4,94.9,1.4,SW,"Not Recommended",,
"Thu 7th Jan 2021","10 - 11am",22.5,0.0,0.2,77.5,3.7,W,"Best Conditions",,
"Thu 7th Jan 2021","11 - 12pm",23.7,0.0,0.2,66.6,5.1,W,"Best Conditions",,
"Thu 7th Jan 2021","12 - 1pm",25.2,0.0,0.2,61.6,7.8,SW,"Best Conditions",,
"Thu 7th Jan 2021","1 - 2pm",25.5,0.0,0.2,57.7,8.5,W,"Best Conditions",,
"Thu 7th Jan 2021","2 - 3pm",24.6,0.0,0.2,58.7,11.5,SW,"Best Conditions",,
"Thu 7th Jan 2021","3 - 4pm",24.8,0.0,0.2,64.5,12.0,SW,"Best Conditions",,
"Thu 7th Jan 2021","4 - 5pm",22.7,0.0,4.9,68.6,11.2,SW,"Best Conditions",,
"Thu 7th Jan 2021","5 - 6pm",21.4,0.0,36.9,75.8,9.6,SW,"Best Conditions",,
"Thu 7th Jan 2021","6 - 7pm",20.2,0.0,99.9,84.4,5.0,W,"Best Conditions",,
"Thu 7th Jan 2021","7 - 8pm",19.5,0.2,99.9,88.7,1.2,W,"Not Recommended",,
"Thu 7th Jan 2021","8 - 9pm",19.2,0.2,99.9,92.0,0.4,W,"Not Recommended",,
"Thu 7th Jan 2021","9 - 10pm",18.5,0.0,99.9,91.1,2.4,W,"Not Recommended",,
"Thu 7th Jan 2021","10 - 11pm",17.9,0.0,99.6,87.1,1.1,W,"Not Recommended",,
"Thu 7th Jan 2021","11 - 12am",17.7,0.8,98.3,90.5,0.6,W,"Not Recommended",,
"Fri 8th Jan 2021","12 - 1am",17.9,0.6,98.9,94.6,0.7,NW,"Not Recommended",,
"Fri 8th Jan 2021","1 - 2am",17.9,0.8,98.4,96.0,3.0,NW,"Not Recommended",,
"Fri 8th Jan 2021","2 - 3am",18.0,0.6,98.2,96.6,3.1,NW,"Not Recommended",,
"Fri 8th Jan 2021","3 - 4am",18.3,2.2,97.6,97.1,2.0,W,"Not Recommended",,
"Fri 8th Jan 2021","4 - 5am",18.5,2.0,98.1,97.7,0.6,W,"Not Recommended",,
"Fri 8th Jan 2021","5 - 6am",18.6,2.6,97.2,97.9,3.8,SW,"Not Recommended",,
"Fri 8th Jan 2021","6 - 7am",18.2,2.2,96.2,98.0,1.5,SW,"Not Recommended",,
"Fri 8th Jan 2021","7 - 8am",18.1,1.6,96.7,98.2,1.9,SW,"Not Recommended",,
"Fri 8th Jan 2021","8 - 9am",17.8,0.4,98.9,98.2,3.7,SW,"Not Recommended",,
"Fri 8th Jan 2021","9 - 10am",17.6,0.4,98.4,97.6,1.8,SW,"Not Recommended",,
"Fri 8th Jan 2021","10 - 11am",17.5,3.4,95.8,97.3,0.1,NW,"Not Recommended",,
"Fri 8th Jan 2021","11 - 12pm",18.4,1.4,97.6,96.3,0.2,W,"Not Recommended",,
"Fri 8th Jan 2021","12 - 1pm",20.7,0.0,3.0,88.2,2.1,SW,"Not Recommended",,
"Fri 8th Jan 2021","1 - 2pm",22.4,0.0,0.2,75.7,7.9,SW,"Best Conditions",,
"Fri 8th Jan 2021","2 - 3pm",23.1,0.0,0.2,67.4,12.6,SW,"Best Conditions",,
"Fri 8th Jan 2021","3 - 4pm",23.5,0.0,0.2,63.6,11.5,SW,"Best Conditions",,
"Fri 8th Jan 2021","4 - 5pm",23.4,0.0,0.2,64.6,10.7,SW,"Best Conditions",,
"Fri 8th Jan 2021","5 - 6pm",22.8,0.0,0.2,65.9,11.4,SW,"Best Conditions",,
"Fri 8th Jan 2021","6 - 7pm",21.0,0.0,17.1,78.6,10.2,SW,"Best Conditions",,
"Fri 8th Jan 2021","7 - 8pm",20.4,0.0,65.3,82.0,5.5,W,"Best Conditions",,
"Fri 8th Jan 2021","8 - 9pm",18.9,0.0,34.6,87.0,1.4,W,"Not Recommended",,
"Fri 8th Jan 2021","9 - 10pm",17.8,0.0,74.4,92.5,0.0,NW,"Not Recommended",,
"Fri 8th Jan 2021","10 - 11pm",17.4,0.0,96.1,94.3,0.2,W,"Not Recommended",,
"Fri 8th Jan 2021","11 - 12am",16.9,0.0,98.0,95.0,0.0,W,"Not Recommended",,
"Sat 9th Jan 2021","12 - 1am",15.7,0.0,99.0,96.5,0.0,N,"Not Recommended",,
"Sat 9th Jan 2021","1 - 2am",15.2,0.0,99.3,97.7,0.0,N,"Not Recommended",,
"Sat 9th Jan 2021","2 - 3am",14.3,0.0,99.6,98.2,0.0,N,"Not Recommended",,
"Sat 9th Jan 2021","3 - 4am",14.6,0.8,99.2,98.7,0.0,W,"Not Recommended",,
"Sat 9th Jan 2021","4 - 5am",15.3,0.0,99.1,98.9,0.0,N,"Not Recommended",,
"Sat 9th Jan 2021","5 - 6am",14.6,0.0,99.1,99.1,0.0,N,"Not Recommended",,
"Sat 9th Jan 2021","6 - 7am",14.2,0.0,99.1,99.4,0.0,N,"Not Recommended",,
"Sat 9th Jan 2021","7 - 8am",17.0,0.0,72.5,97.8,0.2,SW,"Not Recommended",,
"Sat 9th Jan 2021","8 - 9am",19.4,0.0,0.2,94.6,0.9,SW,"Not Recommended",,
"Sat 9th Jan 2021","9 - 10am",21.3,0.0,0.4,78.9,3.4,SW,"Best Conditions",,
"Sat 9th Jan 2021","10 - 11am",21.4,0.0,26.1,77.6,5.4,SW,"Best Conditions",,
"Sat 9th Jan 2021","11 - 12pm",23.0,0.0,0.2,66.5,4.6,SW,"Best Conditions",,
"Sat 9th Jan 2021","12 - 1pm",24.1,0.0,0.2,62.5,4.3,SW,"Best Conditions",,
"Sat 9th Jan 2021","1 - 2pm",23.9,0.0,0.3,62.8,7.7,SW,"Best Conditions",,
"Sat 9th Jan 2021","2 - 3pm",24.4,0.0,0.2,61.0,9.9,SW,"Best Conditions",,
"Sat 9th Jan 2021","3 - 4pm",25.0,0.0,0.2,58.9,12.3,SW,"Best Conditions",,
"Sat 9th Jan 2021","4 - 5pm",25.0,0.0,0.2,56.4,9.5,SW,"Best Conditions",,
"Sat 9th Jan 2021","5 - 6pm",24.5,0.2,0.2,57.6,12.1,SW,"Not Recommended",,
"Sat 9th Jan 2021","6 - 7pm",23.8,0.0,0.2,62.9,11.7,SW,"Best Conditions",,
"Sat 9th Jan 2021","7 - 8pm",22.5,0.0,0.2,69.4,10.9,SW,"Best Conditions",,
"Sat 9th Jan 2021","8 - 9pm",20.6,0.0,0.3,77.4,5.3,SW,"Best Conditions",,
"Sat 9th Jan 2021","9 - 10pm",18.7,0.0,32.7,86.3,0.4,SW,"Not Recommended",,
"Sat 9th Jan 2021","10 - 11pm",17.0,0.0,92.0,91.9,0.0,N,"Not Recommended",,
"Sat 9th Jan 2021","11 - 12am",16.2,0.0,94.3,95.6,0.0,N,"Not Recommended",,
"Sun 10th Jan 2021","12 - 1am",15.5,0.0,95.4,97.0,0.0,N,"Not Recommended",,
"Sun 10th Jan 2021","1 - 2am",14.7,0.0,96.2,97.8,0.0,N,"Not Recommended",,
"Sun 10th Jan 2021","2 - 3am",14.0,0.0,97.5,98.3,0.0,N,"Not Recommended",,
"Sun 10th Jan 2021","3 - 4am",13.6,0.0,98.5,98.7,0.0,N,"Not Recommended",,
"Sun 10th Jan 2021","4 - 5am",13.1,0.0,99.1,99.0,0.0,N,"Not Recommended",,
"Sun 10th Jan 2021","5 - 6am",12.5,0.0,99.4,99.2,0.0,N,"Not Recommended",,
"Sun 10th Jan 2021","6 - 7am",12.9,0.0,99.8,99.4,0.0,N,"Not Recommended",,
"Sun 10th Jan 2021","7 - 8am",16.3,0.0,99.8,97.5,0.0,SW,"Not Recommended",,
"Sun 10th Jan 2021","8 - 9am",19.7,0.0,59.5,87.7,4.8,S,"Best Conditions",,
"Sun 10th Jan 2021","9 - 10am",21.3,0.0,0.2,70.6,9.2,SW,"Best Conditions",,
"Sun 10th Jan 2021","10 - 11am",22.4,0.0,0.2,64.2,9.9,SW,"Best Conditions",,
"Sun 10th Jan 2021","11 - 12pm",23.0,0.0,0.2,61.0,9.9,SW,"Best Conditions",,
"Sun 10th Jan 2021","12 - 1pm",23.5,0.0,0.2,58.8,7.1,SW,"Best Conditions",,
"Sun 10th Jan 2021","1 - 2pm",23.6,0.0,0.1,58.9,11.1,SW,"Best Conditions",,
"Sun 10th Jan 2021","2 - 3pm",24.1,0.0,0.2,56.2,11.5,SW,"Best Conditions",,
"Sun 10th Jan 2021","3 - 4pm",23.6,0.0,0.2,57.6,14.1,SW,"Best Conditions",,
"Sun 10th Jan 2021","4 - 5pm",23.1,0.0,0.2,58.6,15.4,SW,"Extreme Caution",,
"Sun 10th Jan 2021","5 - 6pm",22.6,0.0,0.2,60.1,13.0,SW,"Best Conditions",,
"Sun 10th Jan 2021","6 - 7pm",22.2,0.0,0.2,60.6,10.4,SW,"Best Conditions",,
"Sun 10th Jan 2021","7 - 8pm",20.8,0.0,0.2,64.7,12.1,SW,"Best Conditions",,
"Sun 10th Jan 2021","8 - 9pm",18.9,0.0,0.3,71.2,8.3,SW,"Best Conditions",,
"Sun 10th Jan 2021","9 - 10pm",17.4,0.0,7.0,79.9,1.5,SW,"Not Recommended",,
"Sun 10th Jan 2021","10 - 11pm",17.0,0.0,11.9,85.9,0.0,N,"Not Recommended",,
"Sun 10th Jan 2021","11 - 12am",17.6,0.0,5.3,82.3,0.2,SW,"Not Recommended",,
"Mon 11th Jan 2021","12 - 1am",16.9,0.0,10.8,83.3,0.0,SW,"Not Recommended",,
"Mon 11th Jan 2021","1 - 2am",15.2,0.0,74.0,87.5,0.0,N,"Not Recommended",,
"Mon 11th Jan 2021","2 - 3am",13.5,0.0,97.1,93.4,0.0,N,"Not Recommended",,
"Mon 11th Jan 2021","3 - 4am",13.7,0.0,97.4,95.5,0.0,N,"Not Recommended",,
"Mon 11th Jan 2021","4 - 5am",14.5,0.0,97.7,91.6,0.0,N,"Not Recommended",,
"Mon 11th Jan 2021","5 - 6am",14.2,0.0,97.3,90.5,0.0,N,"Not Recommended",,
"Mon 11th Jan 2021","6 - 7am",14.5,0.0,97.4,92.2,0.0,N,"Not Recommended",,
"Mon 11th Jan 2021","7 - 8am",17.1,0.0,30.9,84.4,6.8,SW,"Best Conditions",,
"Mon 11th Jan 2021","8 - 9am",19.0,0.0,0.4,71.4,10.6,SW,"Best Conditions",,
"Mon 11th Jan 2021","9 - 10am",20.2,0.0,0.2,63.1,12.8,SW,"Best Conditions",,
"Mon 11th Jan 2021","10 - 11am",20.0,0.0,0.3,65.8,12.7,SW,"Best Conditions",,
"Mon 11th Jan 2021","11 - 12pm",21.1,0.0,0.2,57.6,13.7,SW,"Best Conditions",,
"Mon 11th Jan 2021","12 - 1pm",21.8,0.0,0.2,55.3,13.9,SW,"Best Conditions",,
