"MetWatch hourly weather data for Kumeu, Auckland"
Date,Time,"Air Temp. (°C)","Rainfall (mm)","Leaf Wetness (%)","Relative Humidity (%)","Wind Speed (km/h)","Wind Direction","Spray Drift Risk","Backup Data","Missing Data"
"Wed 1st Jan 2020","12 - 1am",13.1,0.0,93.0,97.5,0.0,N,"Not Recommended",,
"Wed 1st Jan 2020","1 - 2am",12.2,0.0,93.3,98.5,0.4,W,"Not Recommended",,
"Wed 1st Jan 2020","2 - 3am",11.7,0.0,94.2,99.1,0.3,N,"Not Recommended",,
"Wed 1st Jan 2020","3 - 4am",11.1,0.0,96.2,99.6,0.1,NE,"Not Recommended",,
"Wed 1st Jan 2020","4 - 5am",10.6,0.0,97.2,99.9,0.3,NE,"Not Recommended",,
"Wed 1st Jan 2020","5 - 6am",11.7,0.0,97.8,100.0,0.3,S,"Not Recommended",,
"Wed 1st Jan 2020","6 - 7am",13.1,0.0,98.2,100.0,0.3,S,"Not Recommended",,
"Wed 1st Jan 2020","7 - 8am",14.8,0.0,99.1,99.7,0.0,S,"Not Recommended",,
"Wed 1st Jan 2020","8 - 9am",17.0,0.0,75.7,94.7,2.3,W,"Not Recommended",,
"Wed 1st Jan 2020","9 - 10am",18.6,0.0,3.9,83.6,6.0,SW,"Best Conditions",,
"Wed 1st Jan 2020","10 - 11am",19.2,0.0,1.5,80.6,10.3,SW,"Best Conditions",,
"Wed 1st Jan 2020","11 - 12pm",19.8,0.0,0.7,77.4,11.9,SW,"Best Conditions",,
"Wed 1st Jan 2020","12 - 1pm",20.2,0.0,0.4,75.3,13.9,SW,"Best Conditions",,
"Wed 1st Jan 2020","1 - 2pm",20.5,0.0,0.2,72.7,14.5,SW,"Best Conditions",,
"Wed 1st Jan 2020","2 - 3pm",20.0,0.0,0.2,74.7,14.1,SW,"Best Conditions",,
"Wed 1st Jan 2020","3 - 4pm",19.4,0.0,0.4,76.6,13.4,SW,"Best Conditions",,
"Wed 1st Jan 2020","4 - 5pm",19.4,0.0,0.4,76.5,13.2,SW,"Best Conditions",,
"Wed 1st Jan 2020","5 - 6pm",19.4,0.0,0.3,75.1,13.4,SW,"Best Conditions",,
"Wed 1st Jan 2020","6 - 7pm",18.7,0.0,0.6,76.1,11.1,SW,"Best Conditions",,
"Wed 1st Jan 2020","7 - 8pm",17.9,0.0,2.5,78.4,12.0,SW,"Best Conditions",,
"Wed 1st Jan 2020","8 - 9pm",16.4,0.0,27.7,83.8,11.6,SW,"Best Conditions",,
"Wed 1st Jan 2020","9 - 10pm",16.3,0.0,31.0,83.2,11.3,SW,"Best Conditions",,
"Wed 1st Jan 2020","10 - 11pm",16.1,0.0,50.7,84.6,7.6,SW,"Best Conditions",,
"Wed 1st Jan 2020","11 - 12am",14.7,0.0,97.7,90.3,1.6,SW,"Not Recommended",,
"Thu 2nd Jan 2020","12 - 1am",15.4,0.0,81.8,89.7,5.5,SW,"Best Conditions",,
"Thu 2nd Jan 2020","1 - 2am",16.0,0.0,47.8,87.9,5.9,SW,"Best Conditions",,
"Thu 2nd Jan 2020","2 - 3am",16.1,0.0,25.0,86.4,9.0,SW,"Best Conditions",,
"Thu 2nd Jan 2020","3 - 4am",16.2,0.0,17.4,86.6,6.5,SW,"Best Conditions",,
"Thu 2nd Jan 2020","4 - 5am",16.2,0.0,15.3,86.5,8.1,SW,"Best Conditions",,
"Thu 2nd Jan 2020","5 - 6am",16.1,0.0,11.5,86.0,8.8,SW,"Best Conditions",,
"Thu 2nd Jan 2020","6 - 7am",15.5,0.0,47.1,88.1,4.5,SW,"Best Conditions",,
"Thu 2nd Jan 2020","7 - 8am",15.8,0.0,18.4,88.1,5.8,SW,"Best Conditions",,
"Thu 2nd Jan 2020","8 - 9am",16.8,0.0,1.9,85.3,10.0,SW,"Best Conditions",,
"Thu 2nd Jan 2020","9 - 10am",17.4,0.0,0.9,83.0,13.4,SW,"Best Conditions",,
"Thu 2nd Jan 2020","10 - 11am",18.4,0.0,0.4,79.3,15.0,SW,"Best Conditions",,
"Thu 2nd Jan 2020","11 - 12pm",19.5,0.0,0.2,75.9,15.3,SW,"Extreme Caution",,
"Thu 2nd Jan 2020","12 - 1pm",19.9,0.0,0.2,74.3,17.0,SW,"Extreme Caution",,
"Thu 2nd Jan 2020","1 - 2pm",19.6,0.0,0.2,76.0,18.5,SW,"Extreme Caution",,
"Thu 2nd Jan 2020","2 - 3pm",20.0,0.0,0.2,76.0,18.8,SW,"Extreme Caution",,
"Thu 2nd Jan 2020","3 - 4pm",19.7,0.0,0.2,79.0,17.0,SW,"Extreme Caution",,
"Thu 2nd Jan 2020","4 - 5pm",19.6,0.0,0.2,79.6,16.1,SW,"Extreme Caution",,
"Thu 2nd Jan 2020","5 - 6pm",19.2,0.0,0.2,79.9,17.4,SW,"Extreme Caution",,
"Thu 2nd Jan 2020","6 - 7pm",19.0,0.0,0.5,78.1,17.1,SW,"Extreme Caution",,
"Thu 2nd Jan 2020","7 - 8pm",18.5,0.0,0.9,78.5,15.9,SW,"Extreme Caution",,
"Thu 2nd Jan 2020","8 - 9pm",18.1,0.0,1.0,80.5,13.2,SW,"Best Conditions",,
"Thu 2nd Jan 2020","9 - 10pm",17.9,0.0,1.0,81.6,11.0,SW,"Best Conditions",,
"Thu 2nd Jan 2020","10 - 11pm",17.7,0.0,1.0,81.7,9.3,SW,"Best Conditions",,
"Thu 2nd Jan 2020","11 - 12am",17.6,0.0,1.1,84.1,7.3,SW,"Best Conditions",,
"Fri 3rd Jan 2020","12 - 1am",18.0,0.0,1.1,83.1,9.7,SW,"Best Conditions",,
"Fri 3rd Jan 2020","1 - 2am",18.3,0.0,1.1,83.4,10.8,SW,"Best Conditions",,
"Fri 3rd Jan 2020","2 - 3am",18.3,0.0,1.1,84.2,11.2,SW,"Best Conditions",,
"Fri 3rd Jan 2020","3 - 4am",18.4,0.0,1.2,85.8,12.7,SW,"Best Conditions",,
"Fri 3rd Jan 2020","4 - 5am",18.4,0.0,1.4,87.1,10.6,SW,"Best Conditions",,
"Fri 3rd Jan 2020","5 - 6am",18.4,0.0,1.4,87.3,9.4,SW,"Best Conditions",,
"Fri 3rd Jan 2020","6 - 7am",18.6,0.0,1.6,87.5,9.1,SW,"Best Conditions",,
"Fri 3rd Jan 2020","7 - 8am",19.4,0.0,1.1,85.1,10.3,W,"Best Conditions",,
"Fri 3rd Jan 2020","8 - 9am",19.8,0.0,1.1,85.2,14.4,SW,"Best Conditions",,
"Fri 3rd Jan 2020","9 - 10am",20.1,0.0,2.7,87.4,15.7,SW,"Extreme Caution",,
"Fri 3rd Jan 2020","10 - 11am",20.4,0.0,12.1,87.5,15.9,SW,"Extreme Caution",,
"Fri 3rd Jan 2020","11 - 12pm",19.5,0.2,85.9,94.6,15.1,SW,"Not Recommended",,
"Fri 3rd Jan 2020","12 - 1pm",19.0,0.4,62.6,97.1,17.5,SW,"Not Recommended",,
"Fri 3rd Jan 2020","1 - 2pm",19.7,0.2,0.3,81.5,20.7,SW,"Not Recommended",,
"Fri 3rd Jan 2020","2 - 3pm",20.5,0.0,0.2,67.0,20.2,SW,"Not Recommended",,
"Fri 3rd Jan 2020","3 - 4pm",20.6,0.0,0.2,65.8,18.3,SW,"Extreme Caution",,
"Fri 3rd Jan 2020","4 - 5pm",20.3,0.0,0.2,63.2,21.0,SW,"Not Recommended",,
"Fri 3rd Jan 2020","5 - 6pm",19.9,0.0,0.2,65.9,19.9,SW,"Extreme Caution",,
"Fri 3rd Jan 2020","6 - 7pm",19.2,0.0,0.2,68.6,20.6,SW,"Not Recommended",,
"Fri 3rd Jan 2020","7 - 8pm",18.0,0.0,0.2,72.9,21.5,SW,"Not Recommended",,
"Fri 3rd Jan 2020","8 - 9pm",16.8,0.0,0.3,74.5,17.8,SW,"Extreme Caution",,
"Fri 3rd Jan 2020","9 - 10pm",16.2,0.0,0.2,77.0,15.1,SW,"Best Conditions",,
"Fri 3rd Jan 2020","10 - 11pm",16.1,0.0,0.3,80.6,14.4,SW,"Best Conditions",,
"Fri 3rd Jan 2020","11 - 12am",16.3,0.0,0.6,78.5,13.3,SW,"Best Conditions",,
"Sat 4th Jan 2020","12 - 1am",16.8,0.0,5.3,77.5,13.3,SW,"Best Conditions",,
"Sat 4th Jan 2020","1 - 2am",16.4,0.0,38.1,78.0,19.0,SW,"Extreme Caution",,
"Sat 4th Jan 2020","2 - 3am",16.1,0.0,3.5,72.0,15.4,SW,"Extreme Caution",,
"Sat 4th Jan 2020","3 - 4am",16.1,0.0,4.5,74.6,16.0,SW,"Extreme Caution",,
"Sat 4th Jan 2020","4 - 5am",16.0,0.0,2.6,73.8,16.3,SW,"Extreme Caution",,
"Sat 4th Jan 2020","5 - 6am",16.1,0.0,3.4,70.7,17.1,SW,"Extreme Caution",,
"Sat 4th Jan 2020","6 - 7am",15.7,0.0,4.3,73.6,17.4,SW,"Extreme Caution",,
"Sat 4th Jan 2020","7 - 8am",16.2,0.0,1.4,69.5,18.3,SW,"Extreme Caution",,
"Sat 4th Jan 2020","8 - 9am",17.2,0.0,0.5,66.5,18.9,SW,"Extreme Caution",,
"Sat 4th Jan 2020","9 - 10am",17.1,0.0,0.4,64.1,21.3,SW,"Not Recommended",,
"Sat 4th Jan 2020","10 - 11am",17.6,0.0,0.2,61.1,23.8,SW,"Not Recommended",,
"Sat 4th Jan 2020","11 - 12pm",18.2,0.0,0.2,60.1,24.3,SW,"Not Recommended",,
"Sat 4th Jan 2020","12 - 1pm",18.1,0.0,0.2,61.5,25.2,SW,"Not Recommended",,
"Sat 4th Jan 2020","1 - 2pm",18.3,0.0,0.2,63.4,24.9,SW,"Not Recommended",,
"Sat 4th Jan 2020","2 - 3pm",18.6,0.0,0.2,62.4,27.2,SW,"Not Recommended",,
"Sat 4th Jan 2020","3 - 4pm",18.4,0.0,0.2,63.8,27.0,SW,"Not Recommended",,
"Sat 4th Jan 2020","4 - 5pm",18.1,0.0,0.2,64.2,25.4,SW,"Not Recommended",,
"Sat 4th Jan 2020","5 - 6pm",17.5,0.0,3.3,67.1,26.1,SW,"Not Recommended",,
"Sat 4th Jan 2020","6 - 7pm",17.2,0.0,0.4,63.5,24.4,SW,"Not Recommended",,
"Sat 4th Jan 2020","7 - 8pm",16.5,0.0,0.5,66.5,20.0,SW,"Extreme Caution",,
"Sat 4th Jan 2020","8 - 9pm",15.7,0.0,1.0,70.2,17.1,SW,"Extreme Caution",,
"Sat 4th Jan 2020","9 - 10pm",15.4,0.0,2.5,73.8,14.7,SW,"Best Conditions",,
"Sat 4th Jan 2020","10 - 11pm",15.3,0.0,5.2,77.8,13.3,SW,"Best Conditions",,
"Sat 4th Jan 2020","11 - 12am",15.2,0.0,4.0,74.5,15.8,SW,"Extreme Caution",,
"Sun 5th Jan 2020","12 - 1am",15.2,0.0,3.3,73.2,16.2,SW,"Extreme Caution",,
"Sun 5th Jan 2020","1 - 2am",15.1,0.0,3.0,72.3,14.8,SW,"Best Conditions",,
"Sun 5th Jan 2020","2 - 3am",14.9,0.0,3.6,73.8,13.8,SW,"Best Conditions",,
"Sun 5th Jan 2020","3 - 4am",14.8,0.0,3.0,72.6,12.5,SW,"Best Conditions",,
"Sun 5th Jan 2020","4 - 5am",14.8,0.0,3.2,73.9,11.5,SW,"Best Conditions",,
"Sun 5th Jan 2020","5 - 6am",14.7,0.0,4.8,75.6,9.9,SW,"Best Conditions",,
"Sun 5th Jan 2020","6 - 7am",15.0,0.0,6.4,78.6,8.8,SW,"Best Conditions",,
"Sun 5th Jan 2020","7 - 8am",16.0,0.0,3.7,75.4,11.6,SW,"Best Conditions",,
"Sun 5th Jan 2020","8 - 9am",17.0,0.0,1.0,69.7,15.9,SW,"Extreme Caution",,
"Sun 5th Jan 2020","9 - 10am",17.7,0.0,0.5,69.7,18.5,SW,"Extreme Caution",,
"Sun 5th Jan 2020","10 - 11am",18.3,0.0,0.3,68.1,17.7,SW,"Extreme Caution",,
"Sun 5th Jan 2020","11 - 12pm",18.3,0.0,0.3,67.4,18.3,SW,"Extreme Caution",,
"Sun 5th Jan 2020","12 - 1pm",18.3,0.0,0.4,69.3,18.7,SW,"Extreme Caution",,
"Sun 5th Jan 2020","1 - 2pm",18.2,0.0,0.6,71.3,17.3,SW,"Extreme Caution",,
"Sun 5th Jan 2020","2 - 3pm",17.6,0.0,0.7,73.4,14.8,SW,"Best Conditions",,
"Sun 5th Jan 2020","3 - 4pm",17.5,0.0,1.0,74.3,15.6,SW,"Extreme Caution",,
"Sun 5th Jan 2020","4 - 5pm",17.5,0.0,1.1,74.8,17.3,SW,"Extreme Caution",,
"Sun 5th Jan 2020","5 - 6pm",17.4,0.0,2.5,77.1,14.2,SW,"Best Conditions",,
"Sun 5th Jan 2020","6 - 7pm",17.3,0.0,4.4,79.6,12.1,SW,"Best Conditions",,
"Sun 5th Jan 2020","7 - 8pm",17.5,0.0,8.5,81.6,10.7,W,"Best Conditions",,
"Sun 5th Jan 2020","8 - 9pm",17.6,0.0,11.8,84.5,10.7,W,"Best Conditions",,
"Sun 5th Jan 2020","9 - 10pm",18.0,0.0,13.8,86.4,12.1,W,"Best Conditions",,
"Sun 5th Jan 2020","10 - 11pm",18.3,0.0,15.7,87.5,12.4,W,"Best Conditions",,
"Sun 5th Jan 2020","11 - 12am",18.4,0.0,22.5,89.1,13.0,W,"Best Conditions",,
"Mon 6th Jan 2020","12 - 1am",18.5,0.0,28.2,90.1,14.8,W,"Best Conditions",,
"Mon 6th Jan 2020","1 - 2am",18.7,0.0,33.0,90.7,17.0,W,"Extreme Caution",,
"Mon 6th Jan 2020","2 - 3am",18.2,0.2,95.6,95.5,16.9,W,"Not Recommended",,
"Mon 6th Jan 2020","3 - 4am",18.1,0.4,99.6,98.2,17.2,W,"Not Recommended",,
"Mon 6th Jan 2020","4 - 5am",18.2,0.8,97.8,99.1,18.5,SW,"Not Recommended",,
"Mon 6th Jan 2020","5 - 6am",17.1,1.0,96.5,98.9,17.2,SW,"Not Recommended",,
"Mon 6th Jan 2020","6 - 7am",14.8,0.4,98.6,97.5,15.5,SW,"Not Recommended",,
"Mon 6th Jan 2020","7 - 8am",14.9,0.0,66.8,93.7,8.0,SW,"Best Conditions",,
"Mon 6th Jan 2020","8 - 9am",15.9,0.0,0.7,85.8,11.2,SW,"Best Conditions",,
"Mon 6th Jan 2020","9 - 10am",17.0,0.0,0.5,78.3,17.8,SW,"Extreme Caution",,
"Mon 6th Jan 2020","10 - 11am",17.7,0.2,0.4,73.7,19.9,SW,"Not Recommended",,
"Mon 6th Jan 2020","11 - 12pm",18.1,0.0,0.3,70.8,23.7,SW,"Not Recommended",,
"Mon 6th Jan 2020","12 - 1pm",18.0,0.0,0.2,65.4,26.3,SW,"Not Recommended",,
"Mon 6th Jan 2020","1 - 2pm",18.6,0.0,0.2,62.9,26.5,SW,"Not Recommended",,
"Mon 6th Jan 2020","2 - 3pm",18.0,0.0,0.2,64.0,24.7,SW,"Not Recommended",,
"Mon 6th Jan 2020","3 - 4pm",18.3,0.0,0.2,62.3,27.4,SW,"Not Recommended",,
"Mon 6th Jan 2020","4 - 5pm",18.4,0.0,0.2,61.0,27.9,SW,"Not Recommended",,
"Mon 6th Jan 2020","5 - 6pm",18.2,0.0,0.2,63.6,22.4,SW,"Not Recommended",,
"Mon 6th Jan 2020","6 - 7pm",17.8,0.0,0.4,65.2,23.6,SW,"Not Recommended",,
"Mon 6th Jan 2020","7 - 8pm",17.2,0.0,0.3,64.3,20.2,SW,"Not Recommended",,
"Mon 6th Jan 2020","8 - 9pm",16.1,0.0,0.5,68.8,16.9,SW,"Extreme Caution",,
"Mon 6th Jan 2020","9 - 10pm",15.7,0.0,19.4,74.3,17.7,SW,"Extreme Caution",,
"Mon 6th Jan 2020","10 - 11pm",15.8,0.0,3.9,66.4,19.6,SW,"Extreme Caution",,
"Mon 6th Jan 2020","11 - 12am",15.3,0.0,1.1,66.0,15.2,SW,"Extreme Caution",,
"Tue 7th Jan 2020","12 - 1am",15.4,0.0,1.1,70.1,16.2,SW,"Extreme Caution",,
"Tue 7th Jan 2020","1 - 2am",15.3,0.0,1.4,71.9,16.4,SW,"Extreme Caution",,
"Tue 7th Jan 2020","2 - 3am",15.1,0.0,1.6,73.2,17.0,SW,"Extreme Caution",,
"Tue 7th Jan 2020","3 - 4am",14.7,0.0,54.5,75.5,14.5,SW,"Best Conditions",,
"Tue 7th Jan 2020","4 - 5am",14.8,0.0,83.1,77.2,16.9,SW,"Extreme Caution",,
"Tue 7th Jan 2020","5 - 6am",15.0,0.0,67.0,73.3,18.1,SW,"Extreme Caution",,
"Tue 7th Jan 2020","6 - 7am",15.1,0.0,37.7,69.2,17.4,SW,"Extreme Caution",,
"Tue 7th Jan 2020","7 - 8am",15.6,0.0,25.1,68.6,18.7,SW,"Extreme Caution",,
"Tue 7th Jan 2020","8 - 9am",16.7,0.0,1.4,62.7,21.9,SW,"Not Recommended",,
"Tue 7th Jan 2020","9 - 10am",17.6,0.0,0.6,60.4,21.8,SW,"Not Recommended",,
"Tue 7th Jan 2020","10 - 11am",17.6,0.0,0.4,59.6,24.1,SW,"Not Recommended",,
"Tue 7th Jan 2020","11 - 12pm",15.6,0.0,63.0,76.4,20.6,SW,"Not Recommended",,
"Tue 7th Jan 2020","12 - 1pm",16.2,0.0,27.3,75.9,20.5,SW,"Not Recommended",,
"Tue 7th Jan 2020","1 - 2pm",17.9,0.0,1.0,63.2,21.8,SW,"Not Recommended",,
"Tue 7th Jan 2020","2 - 3pm",16.8,0.0,14.8,68.2,21.2,SW,"Not Recommended",,
"Tue 7th Jan 2020","3 - 4pm",17.2,0.0,14.4,66.8,21.7,SW,"Not Recommended",,
"Tue 7th Jan 2020","4 - 5pm",17.7,0.0,0.9,62.2,23.3,SW,"Not Recommended",,
"Tue 7th Jan 2020","5 - 6pm",17.1,0.0,1.7,66.3,19.9,SW,"Extreme Caution",,
"Tue 7th Jan 2020","6 - 7pm",16.4,0.0,4.4,69.4,18.2,SW,"Extreme Caution",,
"Tue 7th Jan 2020","7 - 8pm",16.4,0.0,4.1,69.6,18.8,SW,"Extreme Caution",,
"Tue 7th Jan 2020","8 - 9pm",15.3,0.0,27.6,73.0,14.2,SW,"Best Conditions",,
"Tue 7th Jan 2020","9 - 10pm",14.6,0.0,85.2,76.6,7.2,SW,"Best Conditions",,
"Tue 7th Jan 2020","10 - 11pm",13.7,0.0,93.9,80.8,1.2,SW,"Not Recommended",,
"Tue 7th Jan 2020","11 - 12am",13.9,0.0,92.9,83.1,3.4,SW,"Best Conditions",,
"Wed 8th Jan 2020","12 - 1am",13.6,0.0,94.7,82.2,3.6,SW,"Best Conditions",,
"Wed 8th Jan 2020","1 - 2am",11.4,0.0,98.7,89.1,0.0,SW,"Not Recommended",,
"Wed 8th Jan 2020","2 - 3am",9.7,0.0,98.2,94.5,0.0,W,"Not Recommended",,
"Wed 8th Jan 2020","3 - 4am",9.4,0.0,98.7,96.8,0.0,W,"Not Recommended",,
"Wed 8th Jan 2020","4 - 5am",10.8,0.0,99.4,97.5,0.6,NW,"Not Recommended",,
"Wed 8th Jan 2020","5 - 6am",11.4,0.0,99.8,97.3,0.5,N,"Not Recommended",,
"Wed 8th Jan 2020","6 - 7am",11.8,0.0,99.9,97.1,0.3,N,"Not Recommended",,
"Wed 8th Jan 2020","7 - 8am",12.9,0.0,99.9,96.0,0.3,N,"Not Recommended",,
"Wed 8th Jan 2020","8 - 9am",14.9,0.0,60.3,89.0,2.0,E,"Not Recommended",,
"Wed 8th Jan 2020","9 - 10am",17.1,0.0,1.7,76.8,3.1,E,"Best Conditions",,
"Wed 8th Jan 2020","10 - 11am",15.9,0.0,32.6,73.7,12.6,SW,"Best Conditions",,
"Wed 8th Jan 2020","11 - 12pm",18.0,0.0,0.2,63.8,13.6,SW,"Best Conditions",,
"Wed 8th Jan 2020","12 - 1pm",17.4,0.0,0.4,68.9,13.8,SW,"Best Conditions",,
"Wed 8th Jan 2020","1 - 2pm",19.2,0.0,0.2,60.7,15.6,SW,"Extreme Caution",,
"Wed 8th Jan 2020","2 - 3pm",18.8,0.0,0.2,63.0,18.5,SW,"Extreme Caution",,
"Wed 8th Jan 2020","3 - 4pm",17.9,0.0,1.5,68.7,16.6,SW,"Extreme Caution",,
"Wed 8th Jan 2020","4 - 5pm",17.9,0.0,0.3,66.0,13.0,SW,"Best Conditions",,
"Wed 8th Jan 2020","5 - 6pm",17.4,0.0,0.3,64.7,13.5,SW,"Best Conditions",,
"Wed 8th Jan 2020","6 - 7pm",17.4,0.0,0.3,64.7,13.5,SW,"Best Conditions",,
"Wed 8th Jan 2020","7 - 8pm",16.5,0.0,0.5,67.3,11.4,SW,"Best Conditions",,
"Wed 8th Jan 2020","8 - 9pm",15.5,0.0,2.0,75.6,6.3,SW,"Best Conditions",,
"Wed 8th Jan 2020","9 - 10pm",14.8,0.0,6.9,79.1,2.2,SW,"Not Recommended",,
"Wed 8th Jan 2020","10 - 11pm",14.0,0.0,34.1,83.9,0.2,SW,"Not Recommended",,
"Wed 8th Jan 2020","11 - 12am",13.0,0.0,84.4,89.9,0.0,SW,"Not Recommended",,
"Thu 9th Jan 2020","12 - 1am",13.3,0.0,83.5,90.2,0.8,SW,"Not Recommended",,
"Thu 9th Jan 2020","1 - 2am",13.5,0.0,76.8,88.2,2.3,SW,"Not Recommended",,
"Thu 9th Jan 2020","2 - 3am",14.3,0.0,55.7,84.7,4.9,SW,"Best Conditions",,
"Thu 9th Jan 2020","3 - 4am",14.3,0.0,61.7,84.3,2.3,SW,"Not Recommended",,
"Thu 9th Jan 2020","4 - 5am",12.5,0.0,95.1,89.2,0.1,SW,"Not Recommended",,
"Thu 9th Jan 2020","5 - 6am",10.6,0.0,96.1,93.8,0.0,N,"Not Recommended",,
"Thu 9th Jan 2020","6 - 7am",9.7,0.0,96.1,96.2,0.0,N,"Not Recommended",,
"Thu 9th Jan 2020","7 - 8am",14.4,0.0,66.0,88.7,0.5,SW,"Not Recommended",,
"Thu 9th Jan 2020","8 - 9am",16.3,0.0,3.5,74.1,5.6,S,"Best Conditions",,
"Thu 9th Jan 2020","9 - 10am",16.9,0.0,0.7,71.7,9.8,SW,"Best Conditions",,
"Thu 9th Jan 2020","10 - 11am",17.1,0.0,2.0,72.3,13.4,SW,"Best Conditions",,
"Thu 9th Jan 2020","11 - 12pm",18.3,0.0,0.4,67.7,15.8,SW,"Extreme Caution",,
"Thu 9th Jan 2020","12 - 1pm",18.7,0.0,0.3,66.6,16.3,SW,"Extreme Caution",,
"Thu 9th Jan 2020","1 - 2pm",18.6,0.0,1.2,67.4,17.0,SW,"Extreme Caution",,
"Thu 9th Jan 2020","2 - 3pm",19.1,0.0,0.2,61.7,18.4,SW,"Extreme Caution",,
"Thu 9th Jan 2020","3 - 4pm",19.5,0.0,0.2,56.7,18.5,SW,"Extreme Caution",,
"Thu 9th Jan 2020","4 - 5pm",18.8,0.0,0.2,63.3,17.1,SW,"Extreme Caution",,
"Thu 9th Jan 2020","5 - 6pm",18.7,0.0,0.2,65.3,17.4,SW,"Extreme Caution",,
"Thu 9th Jan 2020","6 - 7pm",18.0,0.0,0.4,66.8,17.5,SW,"Extreme Caution",,
"Thu 9th Jan 2020","7 - 8pm",17.1,0.0,0.7,70.5,15.4,SW,"Extreme Caution",,
"Thu 9th Jan 2020","8 - 9pm",16.1,0.0,1.5,76.6,11.6,SW,"Best Conditions",,
"Thu 9th Jan 2020","9 - 10pm",15.5,0.0,6.8,81.8,9.3,SW,"Best Conditions",,
"Thu 9th Jan 2020","10 - 11pm",15.0,0.0,27.1,84.1,5.6,SW,"Best Conditions",,
"Thu 9th Jan 2020","11 - 12am",14.2,0.0,77.3,87.3,3.9,SW,"Best Conditions",,
"Fri 10th Jan 2020","12 - 1am",13.3,0.0,97.4,90.2,0.8,SW,"Not Recommended",,
"Fri 10th Jan 2020","1 - 2am",13.1,0.0,97.3,91.8,1.6,SW,"Not Recommended",,
"Fri 10th Jan 2020","2 - 3am",14.3,0.0,91.8,88.3,6.2,SW,"Best Conditions",,
"Fri 10th Jan 2020","3 - 4am",14.9,0.0,84.5,86.5,4.8,SW,"Best Conditions",,
"Fri 10th Jan 2020","4 - 5am",14.6,0.0,88.9,87.7,3.6,SW,"Best Conditions",,
"Fri 10th Jan 2020","5 - 6am",13.8,0.0,97.4,89.9,2.2,SW,"Not Recommended",,
"Fri 10th Jan 2020","6 - 7am",14.5,0.0,83.8,88.1,5.6,SW,"Best Conditions",,
"Fri 10th Jan 2020","7 - 8am",16.2,0.0,9.0,82.7,6.3,SW,"Best Conditions",,
"Fri 10th Jan 2020","8 - 9am",17.1,0.0,1.3,75.4,14.7,SW,"Best Conditions",,
"Fri 10th Jan 2020","9 - 10am",18.1,0.0,0.4,68.4,16.6,SW,"Extreme Caution",,
"Fri 10th Jan 2020","10 - 11am",18.6,0.0,0.3,67.8,17.0,SW,"Extreme Caution",,
"Fri 10th Jan 2020","11 - 12pm",19.0,0.0,0.2,66.7,18.6,SW,"Extreme Caution",,
"Fri 10th Jan 2020","12 - 1pm",19.0,0.0,0.2,66.0,18.7,SW,"Extreme Caution",,
"Fri 10th Jan 2020","1 - 2pm",19.6,0.0,0.2,65.6,19.2,SW,"Extreme Caution",,
"Fri 10th Jan 2020","2 - 3pm",19.7,0.0,0.2,65.2,19.6,SW,"Extreme Caution",,
"Fri 10th Jan 2020","3 - 4pm",19.6,0.0,0.2,63.1,19.3,SW,"Extreme Caution",,
"Fri 10th Jan 2020","4 - 5pm",19.1,0.0,0.2,64.7,20.0,SW,"Extreme Caution",,
"Fri 10th Jan 2020","5 - 6pm",18.7,0.0,0.2,66.4,17.7,SW,"Extreme Caution",,
"Fri 10th Jan 2020","6 - 7pm",18.1,0.0,0.2,69.0,17.1,SW,"Extreme Caution",,
"Fri 10th Jan 2020","7 - 8pm",17.1,0.0,0.4,73.6,15.0,SW,"Best Conditions",,
"Fri 10th Jan 2020","8 - 9pm",16.6,0.0,1.0,78.1,12.1,SW,"Best Conditions",,
"Fri 10th Jan 2020","9 - 10pm",15.7,0.0,3.6,80.7,6.6,SW,"Best Conditions",,
"Fri 10th Jan 2020","10 - 11pm",15.1,0.0,10.2,83.5,7.1,SW,"Best Conditions",,
"Fri 10th Jan 2020","11 - 12am",14.7,0.0,18.2,83.7,4.8,SW,"Best Conditions",,
"Sat 11th Jan 2020","12 - 1am",12.9,0.0,91.3,91.2,2.7,SW,"Not Recommended",,
"Sat 11th Jan 2020","1 - 2am",12.7,0.0,97.8,92.7,1.2,NW,"Not Recommended",,
"Sat 11th Jan 2020","2 - 3am",11.5,0.0,96.3,95.1,0.8,N,"Not Recommended",,
"Sat 11th Jan 2020","3 - 4am",10.7,0.0,95.6,96.8,0.9,N,"Not Recommended",,
"Sat 11th Jan 2020","4 - 5am",9.9,0.0,95.7,97.9,0.3,N,"Not Recommended",,
"Sat 11th Jan 2020","5 - 6am",9.2,0.0,96.1,98.6,0.2,NE,"Not Recommended",,
"Sat 11th Jan 2020","6 - 7am",9.0,0.0,96.5,99.1,0.1,NE,"Not Recommended",,
"Sat 11th Jan 2020","7 - 8am",12.2,0.0,98.6,97.9,0.8,SW,"Not Recommended",,
"Sat 11th Jan 2020","8 - 9am",15.8,0.0,28.3,87.3,3.7,SW,"Best Conditions",,
"Sat 11th Jan 2020","9 - 10am",18.4,0.0,0.5,71.9,6.2,S,"Best Conditions",,
"Sat 11th Jan 2020","10 - 11am",20.0,0.0,0.2,64.0,4.2,S,"Best Conditions",,
"Sat 11th Jan 2020","11 - 12pm",20.9,0.0,0.2,60.5,5.8,S,"Best Conditions",,
"Sat 11th Jan 2020","12 - 1pm",21.8,0.0,0.2,62.2,6.6,SE,"Best Conditions",,
